Datum,Emittent,Pfandbriefart,Fälligkeit,Spread,,ausstehendes Volumen,Kupon,,ISIN
18.01.2024,COMMERZBANK,HypPfe,08.09.2025,2,6,500000000,0,875,DE000CZ40KZ0
18.01.2024,COMMERZBANK,HypPfe,28.05.2025,3,3,1000000000,0,625,DE000CZ40MU7
18.01.2024,COMMERZBANK,HypPfe,15.12.2026,13,6,750000000,0,125,DE000CZ40LQ7
18.01.2024,COMMERZBANK,HypPfe,18.04.2028,19,9,750000000,0,875,DE000CZ40MQ5
18.01.2024,COMMERZBANK,HypPfe,09.01.2034,35,8,1000000000,1,250,DE000CZ40NP5
18.01.2024,COMMERZBANK,HypPfe,28.08.2028,24,5,1250000000,3,375,DE000CZ43Z72
18.01.2024,COMMERZBANK,HypPfe,13.06.2033,33,2,750000000,3,125,DE000CZ43Z23
18.01.2024,COMMERZBANK,HypPfe,15.03.2027,18,1,1500000000,0,500,DE000CZ45W16
18.01.2024,COMMERZBANK,HypPfe,13.03.2025,2,7,500000000,0,625,DE000CZ40MN2
18.01.2024,COMMERZBANK,HypPfe,01.09.2032,31,3,1000000000,2,250,DE000CZ45W99
18.01.2024,COMMERZBANK,HypPfe,24.08.2027,19,8,1000000000,0,625,DE000CZ40MB7
18.01.2024,COMMERZBANK,HypPfe,28.04.2026,5,7,1000000000,2,875,DE000CZ43ZS7
18.01.2024,COMMERZBANK,HypPfe,13.10.2028,24,3,750000000,2,875,DE000CZ43ZF4
18.01.2024,DEUTSCHE BANK AG,HypPfe,02.10.2029,26,0,500000000,0,10,DE000DL19UW8
18.01.2024,DEUTSCHE BANK AG,HypPfe,20.09.2032,29,1,500000000,2,500,DE000A30VPD0
18.01.2024,DEUTSCHE BANK AG,HypPfe,30.06.2037,39,7,800000000,2,625,DE000DL19WV6
18.01.2024,DEUTSCHE BANK AG,HypPfe,21.01.2030,25,9,500000000,0,125,DE000DL19U31
18.01.2024,DEUTSCHE BANK AG,HypPfe,09.06.2026,11,4,750000000,0,500,DE000DL19S01
18.01.2024,DEUTSCHE BANK AG,HypPfe,28.03.2028,22,9,1000000000,3,0,DE000A30V2V0
18.01.2024,DEUTSCHE BANK AG,HypPfe,19.10.2026,11,4,500000000,3,125,DE000A351NR4
18.01.2024,DEUTSCHE BANK AG,HypPfe,20.09.2027,20,0,1000000000,2,250,DE000A30VPC2
18.01.2024,DEUTSCHE BANK AG,HypPfe,21.08.2025,7,0,500000000,0,625,DE000DL19T67
18.01.2024,DEUTSCHE BANK AG,HypPfe,22.01.2026,9,4,500000000,0,500,DE000DL19UM9
18.01.2024,DEUTSCHE BANK AG,HypPfe,13.03.2029,29,6,500000000,3,375,DE000A352BT3
18.01.2024,DEUTSCHE BANK AG,HypPfe,19.05.2033,32,7,500000000,3,125,DE000A351TP5
18.01.2024,DKB,HypPfe,19.03.2027,13,0,500000000,0,500,DE000DKB0432
18.01.2024,DKB,OePfe,07.11.2029,18,6,500000000,0,10,DE000SCB0021
18.01.2024,DKB,OePfe,02.10.2028,18,0,500000000,0,875,DE000SCB0005
18.01.2024,DKB,HypPfe,05.05.2032,23,7,500000000,1,625,DE000SCB0039
18.01.2024,DKB,HypPfe,31.01.2035,29,8,500000000,3,0,DE000SCB0047
18.01.2024,DZHYP,HypPfe,21.11.2029,24,9,1000000000,0,750,DE000A3MP619
18.01.2024,DZHYP,HypPfe,31.01.2028,20,0,500000000,3,375,DE000A351XK8
18.01.2024,DZHYP,HypPfe,23.06.2028,20,0,1000000000,0,10,DE000A289PA7
18.01.2024,DZHYP,HypPfe,02.02.2026,7,8,875000000,0,750,DE000A161ZQ3
18.01.2024,DZHYP,HypPfe,30.11.2032,27,7,500000000,3,0,DE000A3MQUZ8
18.01.2024,DZHYP,HypPfe,30.05.2031,26,1,750000000,1,625,DE000A3MP684
18.01.2024,DZHYP,HypPfe,27.10.2028,22,8,1000000000,0,10,DE000A289PH2
18.01.2024,DZHYP,HypPfe,16.01.2026,2,5,500000000,3,0,DE000A3MQUY1
18.01.2024,DZHYP,HypPfe,30.06.2027,16,0,500000000,0,750,DE000A2G9HD6
18.01.2024,DZHYP,HypPfe,29.03.2030,24,4,1000000000,0,10,DE000A3H2TK9
18.01.2024,DZHYP,HypPfe,15.01.2027,16,2,1000000000,0,10,DE000A2TSDW4
18.01.2024,DZHYP,OePfe,10.11.2034,30,8,500000000,0,375,DE000A2TSDZ7
18.01.2024,DZHYP,HypPfe,30.09.2026,12,8,500000000,0,500,DE000A2AAW53
18.01.2024,DZHYP,HypPfe,31.03.2026,10,7,500000000,0,375,DE000A14KKM9
18.01.2024,DZHYP,HypPfe,22.03.2028,19,1,750000000,0,875,DE000A2GSP56
18.01.2024,DZHYP,HypPfe,31.05.2033,29,3,500000000,3,250,DE000A3MQU45
18.01.2024,DZHYP,HypPfe,30.08.2027,17,1,750000000,0,625,DE000A2BPJ86
18.01.2024,DZHYP,HypPfe,18.01.2030,24,6,750000000,0,875,DE000A13SR38
18.01.2024,DZHYP,HypPfe,20.04.2029,23,1,1000000000,0,10,DE000A3H2TQ6
18.01.2024,DZHYP,HypPfe,28.11.2031,26,7,750000000,2,500,DE000A3MQUX3
18.01.2024,DZHYP,OePfe,29.10.2027,18,9,500000000,3,0,DE000A3MQU11
18.01.2024,DZHYP,HypPfe,01.04.2027,18,4,750000000,0,500,DE000A14J5J4
18.01.2024,DZHYP,HypPfe,12.11.2027,20,3,500000000,0,10,DE000A2TSDY0
18.01.2024,DZHYP,HypPfe,28.02.2031,31,4,750000000,2,750,DE000A351XU7
18.01.2024,DZHYP,HypPfe,29.06.2029,25,1,750000000,0,50,DE000A2TSDV6
18.01.2024,DZHYP,HypPfe,30.07.2027,19,3,500000000,3,250,DE000A351XS1
18.01.2024,DZHYP,HypPfe,17.04.2034,31,3,500000000,0,875,DE000A2NB841
18.01.2024,DZHYP,HypPfe,26.10.2026,16,2,1000000000,0,10,DE000A3E5UY4
18.01.2024,DZHYP,HypPfe,15.11.2030,24,1,750000000,0,10,DE000A3E5UU2
18.01.2024,DZHYP,HypPfe,13.11.2025,5,0,1000000000,0,500,DE000A2G9HE4
18.01.2024,DZHYP,HypPfe,31.08.2026,12,9,500000000,0,100,DE000A2AAX45
18.01.2024,DZHYP,HypPfe,12.09.2025,1,9,1000000000,0,10,DE000A289PC3
18.01.2024,DZHYP,HypPfe,30.01.2029,23,7,750000000,0,875,DE000A2G9HL9
18.01.2024,HASPA,HypPfe,30.03.2027,13,1,500000000,0,750,DE000A3MQYT3
18.01.2024,HASPA,HypPfe,11.02.2028,16,4,500000000,0,10,DE000A254YU1
18.01.2024,HASPA,HypPfe,15.09.2028,17,1,500000000,3,0,DE000A351M80
18.01.2024,HCOB,HypPfe,01.07.2026,22,0,500000000,3,125,DE000HCB0BP2
18.01.2024,HCOB,HypPfe,02.11.2028,33,4,500000000,0,100,DE000HCB0BC0
18.01.2024,HCOB,HypPfe,19.01.2027,26,6,500000000,0,10,DE000HCB0BH9
18.01.2024,HCOB,HypPfe,01.02.2028,35,3,500000000,3,375,DE000HCB0BV0
18.01.2024,HCOB,HypPfe,20.07.2027,31,7,500000000,2,0,DE000HCB0BN7
18.01.2024,HELABA,HypPfe,19.01.2037,34,4,1000000000,0,500,XS2433240764
18.01.2024,HELABA,OePfe,31.08.2027,16,0,750000000,3,500,XS2711420054
18.01.2024,HELABA,OePfe,22.01.2030,21,1,750000000,0,125,XS2106579670
18.01.2024,HELABA,OePfe,20.01.2028,18,3,1000000000,3,375,XS2673929944
18.01.2024,HELABA,HypPfe,21.09.2026,8,7,1500000000,2,375,XS2536375368
18.01.2024,HELABA,OePfe,20.03.2028,19,5,1000000000,0,875,XS1793273092
18.01.2024,HELABA,HypPfe,25.09.2025,2,5,1000000000,0,500,XS1883355601
18.01.2024,HELABA,OePfe,16.01.2026,6,1,750000000,0,500,XS1936186425
18.01.2024,HELABA,OePfe,26.09.2029,21,5,1000000000,0,10,XS2056484889
18.01.2024,HELABA,HypPfe,12.01.2027,13,3,1000000000,0,625,XS1548773982
18.01.2024,HELABA,HypPfe,19.07.2027,15,2,1250000000,0,10,XS2433126807
18.01.2024,HELABA,HypPfe,22.01.2025,-4,3,1250000000,0,10,XS2106576494
18.01.2024,HVB,OePfe,20.08.2025,0,1,1250000000,3,125,DE000HV2AZG5
18.01.2024,HVB,HypPfe,15.01.2032,26,8,1500000000,0,250,DE000HV2AS10
18.01.2024,HVB,HypPfe,21.01.2036,31,7,500000000,0,10,DE000HV2AX54
18.01.2024,HVB,HypPfe,24.06.2030,25,1,1000000000,0,10,DE000HV2AYA1
18.01.2024,HVB,HypPfe,10.03.2031,25,1,750000000,0,10,DE000HV2AYD5
18.01.2024,HVB,HypPfe,11.01.2029,24,9,1000000000,0,875,DE000HV2ARM0
18.01.2024,HVB,HypPfe,13.07.2026,15,1,1000000000,3,0,DE000HV2AZC4
18.01.2024,HVB,HypPfe,07.06.2027,23,1,500000000,1,375,DE000HV2AYZ8
18.01.2024,HVB,HypPfe,04.05.2026,14,4,750000000,0,500,DE000HV2AMT6
18.01.2024,HVB,HypPfe,15.09.2028,23,1,1000000000,0,10,DE000HV2ATM6
18.01.2024,HVB,HypPfe,20.11.2025,5,8,850000000,0,625,DE000HV2ART5
18.01.2024,HVB,HypPfe,22.05.2034,31,6,1000000000,0,850,DE000HV2ASK2
18.01.2024,HVB,HypPfe,27.04.2028,23,2,500000000,2,625,DE000HV2AY12
18.01.2024,HVB,HypPfe,27.02.2026,11,2,1000000000,2,750,DE000HV2AY79
18.01.2024,HVB,HypPfe,21.05.2029,25,8,500000000,0,10,DE000HV2AYJ2
18.01.2024,HVB,HypPfe,28.09.2026,15,7,500000000,0,10,DE000HV2AYN4
18.01.2024,HVB,HypPfe,17.01.2033,27,1,1000000000,0,375,DE000HV2AYS3
18.01.2024,HVB,OePfe,23.02.2027,21,1,1000000000,0,500,DE000HV2AYU9
18.01.2024,HVB,HypPfe,17.05.2027,23,4,750000000,3,0,DE000HV2AZT8
18.01.2024,ING-DiBa,HypPfe,15.02.2028,22,4,1000000000,3,250,DE000A2YNWC7
18.01.2024,ING-DiBa,HypPfe,23.05.2027,16,1,750000000,0,125,DE000A1KRJT0
18.01.2024,ING-DiBa,HypPfe,16.11.2026,9,7,500000000,0,250,DE000A1KRJQ6
18.01.2024,ING-DiBa,HypPfe,13.09.2030,25,8,1000000000,2,375,DE000A2YNWB9
18.01.2024,ING-DiBa,HypPfe,09.10.2033,34,4,500000000,1,250,DE000A1KRJS2
18.01.2024,ING-DiBa,HypPfe,23.05.2039,39,0,750000000,1,0,DE000A1KRJU8
18.01.2024,ING-DiBa,HypPfe,25.02.2029,22,9,1500000000,0,250,DE000A2YNWA1
18.01.2024,ING-DiBa,HypPfe,07.10.2028,22,1,1250000000,0,10,DE000A1KRJV6
18.01.2024,LB SAAR,OePfe,17.01.2034,42,3,500000000,3,0,DE000SLB4360
18.01.2024,LBBW,HypPfe,28.02.2028,16,8,1000000000,1,750,DE000LB2ZV93
18.01.2024,LBBW,HypPfe,23.03.2026,4,7,1000000000,2,875,DE000LB384E5
18.01.2024,LBBW,HypPfe,16.07.2027,14,5,750000000,0,10,DE000LB2CQG8
18.01.2024,LBBW,OePfe,15.09.2025,3,7,1000000000,0,875,DE000LB06CF2
18.01.2024,LBBW,HypPfe,27.09.2027,14,0,500000000,3,250,DE000LB387B4
18.01.2024,LBBW,HypPfe,18.09.2028,19,0,650000000,0,10,DE000LB2CMY0
18.01.2024,LBBW,OePfe,26.02.2027,13,8,1000000000,2,375,DE000LB38077
18.01.2024,LBBW,OePfe,27.06.2033,28,9,500000000,3,250,DE000LB387C2
18.01.2024,LBBW,OePfe,17.06.2026,6,8,500000000,0,10,DE000LB2CTH0
18.01.2024,LBBW,OePfe,04.11.2026,7,9,750000000,3,250,DE000LB386A8
18.01.2024,LBBW,HypPfe,14.01.2026,7,7,750000000,0,375,DE000LB125N3
18.01.2024,LBBW,HypPfe,27.02.2025,-2,0,1000000000,0,375,DE000LB1DSM2
18.01.2024,LBBW,HypPfe,24.07.2029,20,6,750000000,0,125,DE000LB2ZSM3
18.01.2024,MUENCHENERHYP,HypPfe,25.08.2032,24,7,1200000000,1,875,DE000MHB31J9
18.01.2024,MUENCHENERHYP,HypPfe,01.02.2029,18,8,750000000,0,125,DE000MHB29J3
18.01.2024,MUENCHENERHYP,HypPfe,02.05.2036,29,9,500000000,0,250,DE000MHB28J5
18.01.2024,MUENCHENERHYP,HypPfe,28.08.2026,10,2,500000000,3,500,DE000MHB36J8
18.01.2024,MUENCHENERHYP,HypPfe,24.09.2025,-1,9,1225000000,2,750,DE000MHB33J5
18.01.2024,MUENCHENERHYP,HypPfe,02.11.2040,34,5,500000000,0,10,DE000MHB26J9
18.01.2024,MUENCHENERHYP,HypPfe,07.05.2027,13,7,750000000,0,625,DE000MHB18J6
18.01.2024,MUENCHENERHYP,HypPfe,10.11.2027,14,3,750000000,0,625,DE000MHB20J2
18.01.2024,MUENCHENERHYP,HypPfe,18.04.2039,34,7,500000000,1,0,DE000MHB22J8
18.01.2024,MUENCHENERHYP,HypPfe,23.11.2028,20,0,500000000,3,250,DE000MHB37J6
18.01.2024,MUENCHENERHYP,HypPfe,04.08.2027,12,5,1000000000,3,0,DE000MHB32J7
18.01.2024,MUENCHENERHYP,HypPfe,14.03.2025,0,8,750000000,0,500,DE000MHB13J7
18.01.2024,MUENCHENERHYP,HypPfe,14.08.2030,23,4,750000000,3,0,DE000MHB35J0
18.01.2024,MUENCHENERHYP,HypPfe,14.08.2029,20,9,750000000,3,125,DE000MHB34J3
18.01.2024,MUENCHENERHYP,HypPfe,05.09.2035,28,2,500000000,0,125,DE000MHB25J1
18.01.2024,MUENCHENERHYP,HypPfe,14.02.2030,19,4,1000000000,1,250,DE000MHB30J1
18.01.2024,MUENCHENERHYP,HypPfe,19.10.2039,33,8,750000000,0,10,DE000MHB27J7
18.01.2024,MUENCHENERHYP,HypPfe,22.04.2026,6,4,750000000,0,500,DE000MHB17J8
18.01.2024,MUENCHENERHYP,HypPfe,23.10.2026,11,4,750000000,0,625,DE000MHB19J4
18.01.2024,MUENCHENERHYP,HypPfe,04.07.2028,18,8,1000000000,2,500,DE000MHB10J3
18.01.2024,NORD/LB,HypPfe,05.03.2029,23,4,750000000,0,750,DE000DHY5025
18.01.2024,NORD/LB,HypPfe,23.09.2026,13,9,500000000,0,10,DE000NLB3UX1
18.01.2024,NORD/LB,OePfe,20.09.2027,19,0,500000000,2,500,DE000NLB3Z75
18.01.2024,NORD/LB,OePfe,18.01.2027,17,0,800000000,0,625,DE000NLB8739
18.01.2024,NORD/LB,HypPfe,19.03.2030,27,9,500000000,2,875,DE000NLB34Y2
18.01.2024,NORD/LB,HypPfe,13.01.2031,35,8,500000000,2,875,DE000NLB4Y34
18.01.2024,NORD/LB,HypPfe,29.06.2026,12,8,750000000,0,500,DE000DHY4960
18.01.2024,NORD/LB,HypPfe,20.02.2026,5,3,500000000,3,125,DE000NLB4RJ4
18.01.2024,NORD/LB,OePfe,28.10.2026,13,9,750000000,0,250,DE000NLB85X6
18.01.2024,NORD/LB,HypPfe,20.06.2025,5,3,750000000,0,375,DE000DHY4861
18.01.2024,NORD/LB,HypPfe,18.01.2028,21,1,1000000000,0,750,DE000NLB2TD7
18.01.2024,NORD/LB,HypPfe,18.02.2027,16,6,500000000,0,10,DE000DHY5074
18.01.2024,NORD/LB,HypPfe,03.11.2025,3,5,500000000,1,375,DE000NLB3ZZ5
18.01.2024,PBB,HypPfe,25.01.2027,46,5,500000000,3,0,DE000A30WF27
18.01.2024,PBB,OePfe,29.05.2028,51,6,700000000,2,375,DE000A1R06C5
18.01.2024,PBB,HypPfe,28.10.2027,50,5,500000000,3,625,DE000A31RJZ2
18.01.2024,PBB,HypPfe,21.01.2028,47,9,750000000,0,100,DE000A2YNVY3
18.01.2024,PBB,HypPfe,30.08.2027,46,5,600000000,0,625,DE000A2GSLV6
18.01.2024,PBB,HypPfe,15.01.2027,49,1,500000000,3,250,DE000A31RJ45
18.01.2024,PBB,HypPfe,14.04.2026,32,3,750000000,1,0,DE000A3T0YH5
18.01.2024,PBB,HypPfe,19.01.2029,51,9,500000000,2,875,DE000A30WF68
18.01.2024,PBB,HypPfe,01.03.2027,47,0,750000000,1,750,DE000A30WFU3
18.01.2024,PBB,OePfe,20.04.2035,54,4,800000000,1,250,DE000A13SWG1
18.01.2024,PBB,HypPfe,13.10.2026,43,6,500000000,3,625,DE000A31RJS7
18.01.2024,PBB,HypPfe,16.10.2025,24,9,500000000,0,10,DE000A2YNVM8
18.01.2024,PBB,HypPfe,25.08.2026,33,4,500000000,0,10,DE000A3E5K73
18.01.2024,SANTANCB,HypPfe,14.02.2030,11,5,500000000,0,50,XS2114143758
18.01.2024,SPK PFCW,HypPfe,11.05.2029,33,9,500000000,3,0,DE000A351TH2
18.01.2024,SPK PFCW,HypPfe,22.01.2031,42,4,500000000,3,0,DE000A3823V5
18.01.2024,WUESTBSPK,HypPfe,19.10.2029,30,7,500000000,0,125,DE000WBP0BB8
18.01.2024,WUESTBSPK,HypPfe,28.11.2028,33,1,500000000,3,375,DE000WBP0BK9
18.01.2024,WUESTBSPK,HypPfe,20.10.2027,20,6,500000000,0,10,DE000WBP0A79
19.01.2024,Aareal Bank,HypPfe,01.02.2027,42,3,500000000,2,250,DE000AAR0348
19.01.2024,Aareal Bank,HypPfe,18.05.2026,30,3,500000000,3,875,DE000AAR0397
19.01.2024,Aareal Bank,HypPfe,01.02.2029,45,0,750000000,1,375,DE000AAR0330
19.01.2024,Aareal Bank,HypPfe,10.05.2028,53,3,500000000,2,875,DE000AAR0405
19.01.2024,Aareal Bank,HypPfe,15.07.2025,19,4,500000000,0,375,DE000AAR0215
19.01.2024,Aareal Bank,HypPfe,08.07.2027,40,2,500000000,0,10,DE000AAR0256
19.01.2024,Aareal Bank,HypPfe,01.02.2030,44,5,750000000,0,125,DE000AAR0314
19.01.2024,Aareal Bank,HypPfe,03.08.2026,31,2,500000000,0,10,DE000AAR0272
19.01.2024,Aareal Bank,HypPfe,01.02.2028,42,1,500000000,0,10,DE000AAR0280
19.01.2024,Aareal Bank,HypPfe,11.10.2027,41,9,750000000,3,0,DE000AAR0371
19.01.2024,Aareal Bank,HypPfe,15.09.2028,44,4,500000000,0,10,DE000AAR0306
19.01.2024,Aareal Bank,HypPfe,14.09.2029,46,4,625000000,2,375,DE000AAR0363
19.01.2024,Aareal Bank,HypPfe,13.02.2026,19,8,750000000,3,125,DE000AAR0389
19.01.2024,APOBANK,HypPfe,14.02.2025,7,9,500000000,0,500,XS1770021860
19.01.2024,APOBANK,HypPfe,06.02.2029,23,4,500000000,0,10,XS2113737097
19.01.2024,APOBANK,HypPfe,05.10.2027,18,7,500000000,0,750,XS1693853944
19.01.2024,APOBANK,HypPfe,05.07.2028,20,8,500000000,0,750,XS1852086211
19.01.2024,APOBANK,HypPfe,13.11.2029,24,1,500000000,0,50,XS2079126467
19.01.2024,BAUSCH,HypPfe,22.10.2030,25,3,500000000,0,10,DE000A3H24G6
19.01.2024,BAUSCH,HypPfe,13.09.2029,21,9,500000000,2,375,DE000A30VN02
19.01.2024,BAUSCH,HypPfe,24.06.2032,29,9,500000000,2,875,DE000A30V8H6
19.01.2024,BAUSCH,HypPfe,27.04.2033,33,3,500000000,0,200,DE000A3E5S18
19.01.2024,BAUSCH,HypPfe,17.05.2034,38,1,500000000,2,0,DE000A30VH59
19.01.2024,BAUSCH,HypPfe,28.10.2031,27,8,500000000,0,200,DE000A3MP6H1
19.01.2024,BAYERN LB,HypPfe,15.07.2030,26,7,750000000,2,875,DE000BLB6J10
19.01.2024,BAYERN LB,OePfe,20.05.2030,22,6,500000000,0,200,DE000BLB6JM4
19.01.2024,BAYERN LB,HypPfe,19.10.2027,14,6,500000000,3,125,DE000BLB6JT9
19.01.2024,BAYERN LB,OePfe,01.09.2031,24,9,500000000,2,125,DE000BLB6JQ5
19.01.2024,BAYERN LB,HypPfe,11.01.2027,12,2,500000000,3,500,DE000BLB6J02
19.01.2024,BAYERN LB,OePfe,12.01.2033,26,7,500000000,2,875,DE000BLB6JR3
19.01.2024,BAYERN LB,OePfe,19.01.2028,22,5,650000000,0,750,DE000BLB6JC5
19.01.2024,BAYERN LB,OePfe,28.06.2032,24,2,500000000,2,500,DE000BLB6JP7
19.01.2024,BAYERN LB,OePfe,05.02.2029,22,5,500000000,0,750,DE000BLB6JH4
19.01.2024,BAYERN LB,OePfe,02.11.2029,23,3,500000000,0,125,DE000BLB6JL6
19.01.2024,BAYERN LB,OePfe,10.09.2025,7,6,500000000,0,875,DE000BLB6H95
19.01.2024,BAYERN LB,OePfe,20.01.2026,9,5,500000000,0,750,DE000BLB6JB7
19.01.2024,BAYERN LB,HypPfe,30.04.2031,23,9,500000000,0,50,DE000BLB6JK8
19.01.2024,BAYERN LB,OePfe,19.07.2027,14,0,500000000,0,625,DE000BLB6JE1
19.01.2024,BAYERN LB,OePfe,19.03.2025,3,8,500000000,0,500,DE000BLB6JD3
19.01.2024,BAYERN LB,OePfe,22.05.2029,23,9,500000000,3,0,DE000BLB6JV5
19.01.2024,BERLIN HYP,HypPfe,10.05.2032,25,0,750000000,1,750,DE000BHY0SB0
19.01.2024,BERLIN HYP,HypPfe,23.08.2028,20,2,500000000,3,375,DE000BHY0SC8
19.01.2024,BERLIN HYP,HypPfe,29.05.2029,21,4,500000000,0,375,DE000BHY0BQ4
19.01.2024,BERLIN HYP,HypPfe,19.05.2033,24,7,750000000,0,250,DE000BHY0HW9
19.01.2024,BERLIN HYP,HypPfe,07.03.2028,19,3,750000000,3,375,DE000BHY0JY1
19.01.2024,BERLIN HYP,HypPfe,26.02.2026,4,0,500000000,0,750,DE000BHY0MX7
19.01.2024,BERLIN HYP,HypPfe,10.01.2033,26,5,500000000,3,0,DE000BHY0GM2
19.01.2024,BERLIN HYP,HypPfe,24.01.2028,15,8,500000000,0,10,DE000BHY0GE9
19.01.2024,BERLIN HYP,HypPfe,24.05.2030,24,5,750000000,2,875,DE000BHY0GT7
19.01.2024,BERLIN HYP,HypPfe,17.02.2027,13,6,500000000,0,10,DE000BHY0B14
19.01.2024,BERLIN HYP,HypPfe,18.01.2030,22,7,1000000000,0,125,DE000BHY0H34
19.01.2024,BERLIN HYP,HypPfe,25.10.2027,15,5,750000000,3,0,DE000BHY0JW5
19.01.2024,BERLIN HYP,HypPfe,22.10.2025,4,1,500000000,0,625,DE000BHY0GC3
19.01.2024,BERLIN HYP,HypPfe,02.09.2030,23,7,500000000,0,10,DE000BHY0GX9
19.01.2024,BERLIN HYP,HypPfe,11.05.2026,1,3,500000000,3,0,DE000BHY0SP0
19.01.2024,BERLIN HYP,HypPfe,27.01.2031,24,8,500000000,0,10,DE000BHY0C47
19.01.2024,BERLIN HYP,HypPfe,24.08.2026,11,7,750000000,0,10,DE000BHY0HZ2
19.01.2024,BERLIN HYP,HypPfe,19.07.2027,14,7,500000000,0,10,DE000BHY0GL4
19.01.2024,BERLIN HYP,HypPfe,07.07.2028,18,6,500000000,0,10,DE000BHY0GD1
19.01.2024,BERLIN HYP,HypPfe,23.02.2029,20,5,500000000,0,625,DE000BHY0JD5
19.01.2024,BERLIN HYP,HypPfe,21.02.2025,-1,7,500000000,0,375,DE000BHY0MQ1
19.01.2024,BERLIN HYP,HypPfe,25.08.2025,0,5,1000000000,1,250,DE000BHY0GK6
19.01.2024,COMMERZBANK,OePfe,11.01.2027,20,2,1000000000,2,750,DE000CZ439N1
19.01.2024,COMMERZBANK,HypPfe,01.09.2032,31,3,1000000000,2,250,DE000CZ45W99
19.01.2024,COMMERZBANK,HypPfe,28.04.2026,5,7,1000000000,2,875,DE000CZ43ZS7
19.01.2024,COMMERZBANK,HypPfe,15.03.2027,18,0,1500000000,0,500,DE000CZ45W16
19.01.2024,COMMERZBANK,OePfe,12.12.2025,4,3,750000000,3,375,DE000CZ43Z15
19.01.2024,COMMERZBANK,HypPfe,13.06.2033,33,0,750000000,3,125,DE000CZ43Z23
19.01.2024,COMMERZBANK,HypPfe,09.05.2029,27,5,500000000,0,50,DE000CZ45VF8
19.01.2024,COMMERZBANK,HypPfe,28.05.2025,2,4,1000000000,0,625,DE000CZ40MU7
19.01.2024,COMMERZBANK,HypPfe,18.04.2028,19,8,750000000,0,875,DE000CZ40MQ5
19.01.2024,COMMERZBANK,HypPfe,08.12.2025,2,9,1000000000,2,750,DE000CZ43ZJ6
19.01.2024,COMMERZBANK,HypPfe,15.12.2026,13,7,750000000,0,125,DE000CZ40LQ7
19.01.2024,COMMERZBANK,HypPfe,20.04.2029,28,9,1250000000,3,125,DE000CZ43ZX7
19.01.2024,COMMERZBANK,HypPfe,13.10.2028,24,2,750000000,2,875,DE000CZ43ZF4
19.01.2024,COMMERZBANK,HypPfe,09.06.2026,11,7,1000000000,0,500,DE000CZ40LG8
19.01.2024,COMMERZBANK,HypPfe,24.08.2027,19,9,1000000000,0,625,DE000CZ40MB7
19.01.2024,COMMERZBANK,HypPfe,12.01.2032,29,9,1000000000,0,250,DE000CZ45WY7
19.01.2024,COMMERZBANK,HypPfe,11.03.2030,26,7,1250000000,0,10,DE000CZ45VS1
19.01.2024,COMMERZBANK,HypPfe,09.01.2034,35,9,1000000000,1,250,DE000CZ40NP5
19.01.2024,COMMERZBANK,HypPfe,09.01.2031,36,9,1000000000,2,750,DE000CZ439P6
19.01.2024,COMMERZBANK,HypPfe,08.09.2025,2,3,500000000,0,875,DE000CZ40KZ0
19.01.2024,COMMERZBANK,HypPfe,28.08.2028,24,5,1250000000,3,375,DE000CZ43Z72
19.01.2024,COMMERZBANK,HypPfe,13.03.2025,2,3,500000000,0,625,DE000CZ40MN2
19.01.2024,DEUTSCHE BANK AG,HypPfe,21.01.2030,26,2,500000000,0,125,DE000DL19U31
19.01.2024,DEUTSCHE BANK AG,HypPfe,21.08.2025,6,8,500000000,0,625,DE000DL19T67
19.01.2024,DEUTSCHE BANK AG,HypPfe,20.09.2027,20,1,1000000000,2,250,DE000A30VPC2
19.01.2024,DEUTSCHE BANK AG,HypPfe,19.10.2026,11,4,500000000,3,125,DE000A351NR4
19.01.2024,DEUTSCHE BANK AG,HypPfe,28.03.2028,23,0,1000000000,3,0,DE000A30V2V0
19.01.2024,DEUTSCHE BANK AG,HypPfe,22.01.2026,9,5,500000000,0,500,DE000DL19UM9
19.01.2024,DEUTSCHE BANK AG,HypPfe,20.09.2032,29,1,500000000,2,500,DE000A30VPD0
19.01.2024,DEUTSCHE BANK AG,HypPfe,02.10.2029,26,1,500000000,0,10,DE000DL19UW8
19.01.2024,DEUTSCHE BANK AG,HypPfe,13.03.2029,29,6,500000000,3,375,DE000A352BT3
19.01.2024,DEUTSCHE BANK AG,HypPfe,09.06.2026,11,4,750000000,0,500,DE000DL19S01
19.01.2024,DEUTSCHE BANK AG,HypPfe,19.05.2033,32,6,500000000,3,125,DE000A351TP5
19.01.2024,DEUTSCHE BANK AG,HypPfe,30.06.2037,39,8,800000000,2,625,DE000DL19WV6
19.01.2024,DKB,HypPfe,31.01.2035,29,8,500000000,3,0,DE000SCB0047
19.01.2024,DKB,HypPfe,05.05.2032,23,5,500000000,1,625,DE000SCB0039
19.01.2024,DKB,OePfe,02.10.2028,18,0,500000000,0,875,DE000SCB0005
19.01.2024,DKB,OePfe,07.11.2029,18,7,500000000,0,10,DE000SCB0021
19.01.2024,DKB,HypPfe,19.03.2027,12,9,500000000,0,500,DE000DKB0432
19.01.2024,DZHYP,HypPfe,31.01.2028,19,8,500000000,3,375,DE000A351XK8
19.01.2024,DZHYP,HypPfe,15.01.2027,16,2,1000000000,0,10,DE000A2TSDW4
