Datum,Emittent,Pfandbriefart,Fälligkeit,Spread,,ausstehendes Volumen,Kupon,,ISIN
11.03.2024,DEUTSCHE BANK AG,HypPfe,21.01.2030,26,9,500000000,0,125,DE000DL19U31
11.03.2024,DEUTSCHE BANK AG,HypPfe,19.05.2033,33,2,500000000,3,125,DE000A351TP5
11.03.2024,DEUTSCHE BANK AG,HypPfe,19.10.2026,11,3,500000000,3,125,DE000A351NR4
11.03.2024,DEUTSCHE BANK AG,HypPfe,02.10.2029,28,1,500000000,0,10,DE000DL19UW8
11.03.2024,DEUTSCHE BANK AG,HypPfe,28.03.2028,23,2,1000000000,3,0,DE000A30V2V0
11.03.2024,DEUTSCHE BANK AG,HypPfe,21.08.2025,6,4,500000000,0,625,DE000DL19T67
11.03.2024,DEUTSCHE BANK AG,HypPfe,20.09.2032,30,6,500000000,2,500,DE000A30VPD0
11.03.2024,DEUTSCHE BANK AG,HypPfe,13.03.2029,29,5,500000000,3,375,DE000A352BT3
11.03.2024,DEUTSCHE BANK AG,HypPfe,09.06.2026,11,9,750000000,0,500,DE000DL19S01
11.03.2024,DEUTSCHE BANK AG,HypPfe,22.01.2026,10,4,500000000,0,500,DE000DL19UM9
11.03.2024,DEUTSCHE BANK AG,HypPfe,20.09.2027,20,5,1000000000,2,250,DE000A30VPC2
11.03.2024,DKB,HypPfe,19.03.2027,13,9,500000000,0,500,DE000DKB0432
11.03.2024,DKB,OePfe,07.11.2029,20,1,500000000,0,10,DE000SCB0021
11.03.2024,DKB,OePfe,02.10.2028,18,9,500000000,0,875,DE000SCB0005
11.03.2024,DKB,HypPfe,05.05.2032,24,8,500000000,1,625,DE000SCB0039
11.03.2024,DKB,HypPfe,31.01.2035,30,2,500000000,3,0,DE000SCB0047
11.03.2024,DZHYP,HypPfe,15.11.2030,25,4,750000000,0,10,DE000A3E5UU2
11.03.2024,DZHYP,HypPfe,16.06.2026,13,3,500000000,0,500,DE000A2BPJ78
11.03.2024,DZHYP,HypPfe,31.08.2026,13,1,500000000,0,100,DE000A2AAX45
11.03.2024,DZHYP,HypPfe,30.08.2027,18,7,750000000,0,625,DE000A2BPJ86
11.03.2024,DZHYP,HypPfe,21.11.2029,25,8,1000000000,0,750,DE000A3MP619
11.03.2024,DZHYP,HypPfe,18.01.2030,25,8,750000000,0,875,DE000A13SR38
11.03.2024,DZHYP,HypPfe,16.01.2026,4,3,500000000,3,0,DE000A3MQUY1
11.03.2024,DZHYP,HypPfe,31.03.2026,10,6,500000000,0,375,DE000A14KKM9
11.03.2024,DZHYP,HypPfe,26.10.2026,16,5,1000000000,0,10,DE000A3E5UY4
11.03.2024,DZHYP,HypPfe,29.03.2030,25,2,1000000000,0,10,DE000A3H2TK9
11.03.2024,DZHYP,HypPfe,01.04.2027,18,3,750000000,0,500,DE000A14J5J4
11.03.2024,DZHYP,HypPfe,31.01.2028,21,0,500000000,3,375,DE000A351XK8
11.03.2024,DZHYP,HypPfe,30.07.2027,18,8,500000000,3,250,DE000A351XS1
11.03.2024,DZHYP,HypPfe,12.11.2027,22,1,500000000,0,10,DE000A2TSDY0
11.03.2024,DZHYP,HypPfe,28.02.2034,32,6,500000000,3,125,DE000A351XV5
11.03.2024,DZHYP,HypPfe,28.02.2031,29,8,750000000,2,750,DE000A351XU7
11.03.2024,DZHYP,HypPfe,17.04.2034,31,8,500000000,0,875,DE000A2NB841
11.03.2024,DZHYP,HypPfe,02.02.2026,8,9,875000000,0,750,DE000A161ZQ3
11.03.2024,DZHYP,HypPfe,30.11.2032,27,2,500000000,3,0,DE000A3MQUZ8
11.03.2024,DZHYP,HypPfe,28.11.2031,27,0,750000000,2,500,DE000A3MQUX3
11.03.2024,DZHYP,HypPfe,30.01.2029,24,7,750000000,0,875,DE000A2G9HL9
11.03.2024,DZHYP,HypPfe,15.01.2027,18,1,1000000000,0,10,DE000A2TSDW4
11.03.2024,DZHYP,HypPfe,23.06.2028,22,0,1000000000,0,10,DE000A289PA7
11.03.2024,DZHYP,HypPfe,06.06.2025,4,6,750000000,0,375,DE000A2AASB4
11.03.2024,DZHYP,HypPfe,20.04.2029,24,4,1000000000,0,10,DE000A3H2TQ6
11.03.2024,DZHYP,HypPfe,29.06.2029,25,9,750000000,0,50,DE000A2TSDV6
11.03.2024,DZHYP,HypPfe,22.03.2028,20,9,750000000,0,875,DE000A2GSP56
11.03.2024,DZHYP,HypPfe,13.11.2025,4,8,1000000000,0,500,DE000A2G9HE4
11.03.2024,DZHYP,HypPfe,30.09.2026,13,3,500000000,0,500,DE000A2AAW53
11.03.2024,DZHYP,HypPfe,30.05.2031,27,1,750000000,1,625,DE000A3MP684
11.03.2024,DZHYP,HypPfe,12.09.2025,1,0,1000000000,0,10,DE000A289PC3
11.03.2024,DZHYP,HypPfe,30.06.2027,16,6,500000000,0,750,DE000A2G9HD6
11.03.2024,DZHYP,OePfe,29.10.2027,18,7,500000000,3,0,DE000A3MQU11
11.03.2024,DZHYP,HypPfe,27.10.2028,24,0,1000000000,0,10,DE000A289PH2
11.03.2024,DZHYP,HypPfe,31.05.2033,29,2,500000000,3,250,DE000A3MQU45
11.03.2024,DZHYP,OePfe,10.11.2034,31,4,500000000,0,375,DE000A2TSDZ7
11.03.2024,HASPA,HypPfe,30.03.2027,15,8,500000000,0,750,DE000A3MQYT3
11.03.2024,HASPA,HypPfe,11.02.2028,18,6,500000000,0,10,DE000A254YU1
11.03.2024,HASPA,HypPfe,28.02.2031,31,5,500000000,3,0,DE000A351256
11.03.2024,HASPA,HypPfe,15.09.2028,19,7,500000000,3,0,DE000A351M80
11.03.2024,HCOB,HypPfe,01.02.2028,51,8,500000000,3,375,DE000HCB0BV0
11.03.2024,HCOB,HypPfe,19.01.2027,45,2,500000000,0,10,DE000HCB0BH9
11.03.2024,HCOB,HypPfe,01.07.2026,41,3,500000000,3,125,DE000HCB0BP2
11.03.2024,HCOB,HypPfe,20.07.2027,50,9,500000000,2,0,DE000HCB0BN7
11.03.2024,HCOB,HypPfe,02.11.2028,52,1,500000000,0,100,DE000HCB0BC0
11.03.2024,HELABA,OePfe,31.08.2027,15,7,750000000,3,500,XS2711420054
11.03.2024,HELABA,OePfe,16.01.2026,7,8,750000000,0,500,XS1936186425
11.03.2024,HELABA,HypPfe,19.07.2027,15,7,1250000000,0,10,XS2433126807
11.03.2024,HELABA,OePfe,06.02.2034,31,9,1250000000,2,875,XS2760109053
11.03.2024,HELABA,HypPfe,21.09.2026,8,9,1500000000,2,375,XS2536375368
11.03.2024,HELABA,OePfe,20.03.2028,23,1,1000000000,0,875,XS1793273092
11.03.2024,HELABA,HypPfe,25.09.2025,2,4,1000000000,0,500,XS1883355601
11.03.2024,HELABA,OePfe,26.09.2029,23,9,1000000000,0,10,XS2056484889
11.03.2024,HELABA,HypPfe,12.01.2027,14,7,1000000000,0,625,XS1548773982
11.03.2024,HELABA,OePfe,22.01.2030,23,6,750000000,0,125,XS2106579670
11.03.2024,HELABA,HypPfe,19.01.2037,36,6,1000000000,0,500,XS2433240764
11.03.2024,HELABA,OePfe,20.01.2028,18,8,1000000000,3,375,XS2673929944
11.03.2024,HVB,HypPfe,27.04.2028,24,1,500000000,2,625,DE000HV2AY12
11.03.2024,HVB,HypPfe,11.01.2029,25,8,1000000000,0,875,DE000HV2ARM0
11.03.2024,HVB,HypPfe,21.05.2029,26,9,500000000,0,10,DE000HV2AYJ2
11.03.2024,HVB,HypPfe,10.03.2031,26,8,750000000,0,10,DE000HV2AYD5
11.03.2024,HVB,HypPfe,13.07.2026,15,3,1000000000,3,0,DE000HV2AZC4
11.03.2024,HVB,HypPfe,17.05.2027,23,0,750000000,3,0,DE000HV2AZT8
11.03.2024,HVB,HypPfe,15.01.2032,27,2,1500000000,0,250,DE000HV2AS10
11.03.2024,HVB,HypPfe,28.09.2026,16,9,500000000,0,10,DE000HV2AYN4
11.03.2024,HVB,HypPfe,24.06.2030,26,3,1000000000,0,10,DE000HV2AYA1
11.03.2024,HVB,OePfe,23.02.2027,21,3,1000000000,0,500,DE000HV2AYU9
11.03.2024,HVB,OePfe,20.08.2025,1,1,1250000000,3,125,DE000HV2AZG5
11.03.2024,HVB,HypPfe,22.05.2034,32,5,1000000000,0,850,DE000HV2ASK2
11.03.2024,HVB,HypPfe,04.05.2026,15,0,750000000,0,500,DE000HV2AMT6
11.03.2024,HVB,HypPfe,21.01.2036,33,3,500000000,0,10,DE000HV2AX54
11.03.2024,HVB,HypPfe,15.09.2028,24,4,1000000000,0,10,DE000HV2ATM6
11.03.2024,HVB,HypPfe,17.01.2033,28,5,1000000000,0,375,DE000HV2AYS3
11.03.2024,HVB,HypPfe,20.11.2025,5,7,850000000,0,625,DE000HV2ART5
11.03.2024,HVB,HypPfe,07.06.2027,23,4,500000000,1,375,DE000HV2AYZ8
11.03.2024,HVB,HypPfe,27.02.2026,10,7,1000000000,2,750,DE000HV2AY79
11.03.2024,ING-DiBa,HypPfe,16.11.2026,10,4,500000000,0,250,DE000A1KRJQ6
11.03.2024,ING-DiBa,HypPfe,07.10.2028,22,9,1250000000,0,10,DE000A1KRJV6
11.03.2024,ING-DiBa,HypPfe,25.02.2029,23,4,1500000000,0,250,DE000A2YNWA1
11.03.2024,ING-DiBa,HypPfe,23.05.2027,16,0,750000000,0,125,DE000A1KRJT0
11.03.2024,ING-DiBa,HypPfe,15.02.2028,22,1,1000000000,3,250,DE000A2YNWC7
11.03.2024,ING-DiBa,HypPfe,13.09.2030,26,3,1000000000,2,375,DE000A2YNWB9
11.03.2024,ING-DiBa,HypPfe,23.05.2039,39,3,750000000,1,0,DE000A1KRJU8
11.03.2024,ING-DiBa,HypPfe,09.10.2033,35,1,500000000,1,250,DE000A1KRJS2
11.03.2024,LB SAAR,OePfe,17.01.2034,36,3,500000000,3,0,DE000SLB4360
11.03.2024,LBBW,HypPfe,23.03.2026,4,3,1000000000,2,875,DE000LB384E5
11.03.2024,LBBW,OePfe,17.06.2026,7,2,500000000,0,10,DE000LB2CTH0
11.03.2024,LBBW,HypPfe,27.09.2027,14,0,500000000,3,250,DE000LB387B4
11.03.2024,LBBW,OePfe,26.02.2027,14,0,1000000000,2,375,DE000LB38077
11.03.2024,LBBW,HypPfe,18.09.2028,19,7,650000000,0,10,DE000LB2CMY0
11.03.2024,LBBW,OePfe,04.11.2026,7,8,750000000,3,250,DE000LB386A8
11.03.2024,LBBW,HypPfe,16.02.2034,30,6,500000000,3,0,DE000LB39BP4
11.03.2024,LBBW,HypPfe,14.01.2026,7,8,750000000,0,375,DE000LB125N3
11.03.2024,LBBW,HypPfe,28.02.2028,17,3,1000000000,1,750,DE000LB2ZV93
11.03.2024,LBBW,HypPfe,12.03.2031,27,2,750000000,2,750,DE000LB39AS0
11.03.2024,LBBW,HypPfe,16.07.2027,15,2,750000000,0,10,DE000LB2CQG8
11.03.2024,LBBW,OePfe,27.06.2033,28,5,500000000,3,250,DE000LB387C2
11.03.2024,LBBW,OePfe,15.09.2025,3,4,1000000000,0,875,DE000LB06CF2
11.03.2024,LBBW,HypPfe,24.07.2029,20,9,750000000,0,125,DE000LB2ZSM3
11.03.2024,MUENCHENERHYP,HypPfe,22.04.2026,7,3,750000000,0,500,DE000MHB17J8
11.03.2024,MUENCHENERHYP,HypPfe,14.02.2030,20,4,1000000000,1,250,DE000MHB30J1
11.03.2024,MUENCHENERHYP,HypPfe,07.05.2027,14,4,750000000,0,625,DE000MHB18J6
11.03.2024,MUENCHENERHYP,HypPfe,02.11.2040,36,4,500000000,0,10,DE000MHB26J9
11.03.2024,MUENCHENERHYP,HypPfe,25.08.2032,26,2,1200000000,1,875,DE000MHB31J9
11.03.2024,MUENCHENERHYP,HypPfe,14.08.2030,23,5,750000000,3,0,DE000MHB35J0
11.03.2024,MUENCHENERHYP,HypPfe,01.02.2029,20,1,750000000,0,125,DE000MHB29J3
11.03.2024,MUENCHENERHYP,HypPfe,02.05.2036,31,3,500000000,0,250,DE000MHB28J5
11.03.2024,MUENCHENERHYP,HypPfe,10.11.2027,15,7,750000000,0,625,DE000MHB20J2
11.03.2024,MUENCHENERHYP,HypPfe,05.09.2035,29,6,500000000,0,125,DE000MHB25J1
11.03.2024,MUENCHENERHYP,HypPfe,23.11.2028,19,1,750000000,3,250,DE000MHB37J6
11.03.2024,MUENCHENERHYP,HypPfe,04.07.2028,18,7,1000000000,2,500,DE000MHB10J3
11.03.2024,MUENCHENERHYP,HypPfe,24.09.2025,-1,6,1225000000,2,750,DE000MHB33J5
11.03.2024,MUENCHENERHYP,HypPfe,04.08.2027,13,3,1000000000,3,0,DE000MHB32J7
11.03.2024,MUENCHENERHYP,HypPfe,19.10.2039,35,3,750000000,0,10,DE000MHB27J7
11.03.2024,MUENCHENERHYP,HypPfe,01.02.2034,27,9,500000000,3,0,DE000MHB38J4
11.03.2024,MUENCHENERHYP,HypPfe,14.08.2029,22,3,750000000,3,125,DE000MHB34J3
11.03.2024,MUENCHENERHYP,HypPfe,18.04.2039,36,0,500000000,1,0,DE000MHB22J8
11.03.2024,MUENCHENERHYP,HypPfe,23.10.2026,12,5,750000000,0,625,DE000MHB19J4
11.03.2024,MUENCHENERHYP,HypPfe,14.03.2025,1,8,750000000,0,500,DE000MHB13J7
11.03.2024,MUENCHENERHYP,HypPfe,28.08.2026,10,5,500000000,3,500,DE000MHB36J8
11.03.2024,NORD/LB,HypPfe,03.11.2025,3,6,500000000,1,375,DE000NLB3ZZ5
11.03.2024,NORD/LB,OePfe,14.05.2027,19,0,750000000,2,875,DE000NLB40F8
11.03.2024,NORD/LB,HypPfe,20.06.2025,4,3,750000000,0,375,DE000DHY4861
11.03.2024,NORD/LB,OePfe,18.01.2027,19,1,800000000,0,625,DE000NLB8739
11.03.2024,NORD/LB,HypPfe,20.02.2026,4,6,500000000,3,125,DE000NLB4RJ4
11.03.2024,NORD/LB,HypPfe,20.09.2027,19,9,500000000,2,250,DE000NLB3Z75
11.03.2024,NORD/LB,HypPfe,19.03.2030,30,7,500000000,2,875,DE000NLB34Y2
11.03.2024,NORD/LB,HypPfe,18.01.2028,23,0,1000000000,0,750,DE000NLB2TD7
11.03.2024,NORD/LB,HypPfe,13.01.2031,35,8,500000000,2,875,DE000NLB4Y34
11.03.2024,NORD/LB,HypPfe,18.02.2027,18,0,500000000,0,10,DE000DHY5074
11.03.2024,NORD/LB,OePfe,28.10.2026,14,8,750000000,0,250,DE000NLB85X6
11.03.2024,NORD/LB,HypPfe,29.06.2026,13,4,750000000,0,500,DE000DHY4960
11.03.2024,NORD/LB,HypPfe,05.03.2029,25,2,750000000,0,750,DE000DHY5025
11.03.2024,NORD/LB,HypPfe,23.09.2026,14,4,500000000,0,10,DE000NLB3UX1
11.03.2024,OLB,HypPfe,29.01.2032,49,5,500000000,3,125,DE000A11QJS1
11.03.2024,PBB,HypPfe,15.01.2027,67,7,500000000,3,250,DE000A31RJ45
11.03.2024,PBB,HypPfe,21.01.2028,69,5,750000000,0,100,DE000A2YNVY3
11.03.2024,PBB,HypPfe,16.10.2025,59,9,500000000,0,10,DE000A2YNVM8
11.03.2024,PBB,HypPfe,30.08.2027,65,7,600000000,0,625,DE000A2GSLV6
11.03.2024,PBB,HypPfe,28.10.2027,67,0,500000000,3,625,DE000A31RJZ2
11.03.2024,PBB,OePfe,20.04.2035,75,1,800000000,1,250,DE000A13SWG1
11.03.2024,PBB,HypPfe,25.08.2026,65,5,500000000,0,10,DE000A3E5K73
11.03.2024,PBB,HypPfe,13.10.2026,68,8,500000000,3,625,DE000A31RJS7
11.03.2024,PBB,HypPfe,14.04.2026,66,2,750000000,1,0,DE000A3T0YH5
11.03.2024,PBB,OePfe,29.05.2028,70,3,700000000,2,375,DE000A1R06C5
11.03.2024,PBB,HypPfe,25.01.2027,68,5,500000000,3,0,DE000A30WF27
11.03.2024,PBB,HypPfe,01.03.2027,67,5,750000000,1,750,DE000A30WFU3
11.03.2024,PBB,HypPfe,19.01.2029,73,0,500000000,2,875,DE000A30WF68
11.03.2024,SANTANCB,HypPfe,14.02.2030,13,7,500000000,0,50,XS2114143758
11.03.2024,SPK PFCW,HypPfe,18.01.2027,16,2,500000000,3,0,DE000A30V5G4
11.03.2024,SPK PFCW,HypPfe,22.01.2031,39,2,500000000,3,0,DE000A3823V5
11.03.2024,SPK PFCW,HypPfe,11.05.2029,28,9,500000000,3,0,DE000A351TH2
11.03.2024,WUESTBSPK,HypPfe,28.11.2028,31,9,500000000,3,375,DE000WBP0BK9
11.03.2024,WUESTBSPK,HypPfe,19.10.2029,31,6,500000000,0,125,DE000WBP0BB8
11.03.2024,WUESTBSPK,HypPfe,20.10.2027,22,4,500000000,0,10,DE000WBP0A79
12.03.2024,Aareal Bank,HypPfe,13.02.2026,38,4,750000000,3,125,DE000AAR0389
12.03.2024,Aareal Bank,HypPfe,01.02.2029,65,4,750000000,1,375,DE000AAR0330
12.03.2024,Aareal Bank,HypPfe,15.09.2028,59,8,500000000,0,10,DE000AAR0306
12.03.2024,Aareal Bank,HypPfe,15.07.2025,41,4,500000000,0,375,DE000AAR0215
12.03.2024,Aareal Bank,HypPfe,14.09.2029,66,8,625000000,2,375,DE000AAR0363
12.03.2024,Aareal Bank,HypPfe,01.02.2030,67,9,750000000,0,125,DE000AAR0314
12.03.2024,Aareal Bank,HypPfe,08.07.2027,55,1,500000000,0,10,DE000AAR0256
12.03.2024,Aareal Bank,HypPfe,01.02.2028,55,8,500000000,0,10,DE000AAR0280
12.03.2024,Aareal Bank,HypPfe,10.05.2028,55,4,500000000,2,875,DE000AAR0405
12.03.2024,Aareal Bank,HypPfe,03.08.2026,49,1,500000000,0,10,DE000AAR0272
12.03.2024,Aareal Bank,HypPfe,18.05.2026,36,6,500000000,3,875,DE000AAR0397
12.03.2024,Aareal Bank,HypPfe,01.02.2027,53,0,500000000,2,250,DE000AAR0348
12.03.2024,Aareal Bank,HypPfe,11.10.2027,55,8,750000000,3,0,DE000AAR0371
12.03.2024,APOBANK,HypPfe,05.10.2027,20,4,500000000,0,750,XS1693853944
12.03.2024,APOBANK,HypPfe,05.07.2028,22,9,500000000,0,750,XS1852086211
12.03.2024,APOBANK,HypPfe,06.02.2029,25,0,500000000,0,10,XS2113737097
12.03.2024,APOBANK,HypPfe,13.11.2029,26,3,500000000,0,50,XS2079126467
12.03.2024,BAUSCH,HypPfe,24.06.2032,32,1,500000000,2,875,DE000A30V8H6
12.03.2024,BAUSCH,HypPfe,22.10.2030,27,2,500000000,0,10,DE000A3H24G6
12.03.2024,BAUSCH,HypPfe,27.04.2033,36,0,500000000,0,200,DE000A3E5S18
12.03.2024,BAUSCH,HypPfe,17.05.2034,40,4,500000000,2,0,DE000A30VH59
12.03.2024,BAUSCH,HypPfe,16.01.2029,24,0,500000000,2,875,DE000A3824G4
12.03.2024,BAUSCH,HypPfe,13.09.2029,23,9,500000000,2,375,DE000A30VN02
12.03.2024,BAUSCH,HypPfe,28.10.2031,30,1,500000000,0,200,DE000A3MP6H1
12.03.2024,BAYERN LB,HypPfe,11.01.2027,11,7,500000000,3,500,DE000BLB6J02
12.03.2024,BAYERN LB,OePfe,28.06.2032,25,1,500000000,2,500,DE000BLB6JP7
12.03.2024,BAYERN LB,HypPfe,15.07.2030,25,1,750000000,2,875,DE000BLB6J10
12.03.2024,BAYERN LB,OePfe,12.01.2033,28,2,500000000,2,875,DE000BLB6JR3
12.03.2024,BAYERN LB,OePfe,01.09.2031,26,0,500000000,2,125,DE000BLB6JQ5
12.03.2024,BAYERN LB,OePfe,19.03.2025,4,8,500000000,0,500,DE000BLB6JD3
12.03.2024,BAYERN LB,HypPfe,30.04.2031,24,8,500000000,0,50,DE000BLB6JK8
12.03.2024,BAYERN LB,OePfe,20.01.2026,11,2,500000000,0,750,DE000BLB6JB7
12.03.2024,BAYERN LB,OePfe,10.09.2025,7,2,500000000,0,875,DE000BLB6H95
12.03.2024,BAYERN LB,HypPfe,13.11.2028,20,6,500000000,2,875,XS2782184902
12.03.2024,BAYERN LB,OePfe,19.01.2028,23,3,650000000,0,750,DE000BLB6JC5
12.03.2024,BAYERN LB,OePfe,19.07.2027,15,0,500000000,0,625,DE000BLB6JE1
12.03.2024,BAYERN LB,OePfe,20.05.2030,23,3,500000000,0,200,DE000BLB6JM4
12.03.2024,BAYERN LB,HypPfe,19.10.2027,14,2,500000000,3,125,DE000BLB6JT9
12.03.2024,BAYERN LB,OePfe,02.11.2029,24,7,500000000,0,125,DE000BLB6JL6
12.03.2024,BAYERN LB,OePfe,22.05.2029,24,7,500000000,3,0,DE000BLB6JV5
12.03.2024,BAYERN LB,OePfe,05.02.2029,23,5,500000000,0,750,DE000BLB6JH4
12.03.2024,BERLIN HYP,HypPfe,07.03.2028,21,6,750000000,3,375,DE000BHY0JY1
12.03.2024,BERLIN HYP,HypPfe,07.05.2027,12,6,500000000,2,750,DE000BHY0GY7
12.03.2024,BERLIN HYP,HypPfe,19.07.2027,16,9,500000000,0,10,DE000BHY0GL4
12.03.2024,BERLIN HYP,HypPfe,02.09.2030,25,6,500000000,0,10,DE000BHY0GX9
12.03.2024,BERLIN HYP,HypPfe,18.01.2030,24,8,1000000000,0,125,DE000BHY0H34
12.03.2024,BERLIN HYP,HypPfe,22.10.2025,5,0,500000000,0,625,DE000BHY0GC3
12.03.2024,BERLIN HYP,HypPfe,24.05.2030,25,6,750000000,2,875,DE000BHY0GT7
12.03.2024,BERLIN HYP,HypPfe,25.10.2027,16,7,750000000,3,0,DE000BHY0JW5
12.03.2024,BERLIN HYP,HypPfe,29.05.2029,25,5,500000000,0,375,DE000BHY0BQ4
12.03.2024,BERLIN HYP,HypPfe,11.05.2026,2,5,500000000,3,0,DE000BHY0SP0
12.03.2024,BERLIN HYP,HypPfe,19.05.2033,26,3,750000000,0,250,DE000BHY0HW9
12.03.2024,BERLIN HYP,HypPfe,24.08.2026,12,6,750000000,0,10,DE000BHY0HZ2
12.03.2024,BERLIN HYP,HypPfe,07.07.2028,20,7,500000000,0,10,DE000BHY0GD1
12.03.2024,BERLIN HYP,HypPfe,26.02.2026,5,9,500000000,0,750,DE000BHY0MX7
12.03.2024,BERLIN HYP,HypPfe,24.01.2028,18,7,500000000,0,10,DE000BHY0GE9
12.03.2024,BERLIN HYP,HypPfe,17.02.2027,14,3,500000000,0,10,DE000BHY0B14
12.03.2024,BERLIN HYP,HypPfe,27.01.2031,26,3,500000000,0,10,DE000BHY0C47
12.03.2024,BERLIN HYP,HypPfe,23.02.2029,24,1,500000000,0,625,DE000BHY0JD5
12.03.2024,BERLIN HYP,HypPfe,10.05.2032,26,8,750000000,1,750,DE000BHY0SB0
12.03.2024,BERLIN HYP,HypPfe,23.08.2028,21,5,500000000,3,375,DE000BHY0SC8
12.03.2024,BERLIN HYP,HypPfe,10.01.2033,27,1,500000000,3,0,DE000BHY0GM2
12.03.2024,BERLIN HYP,HypPfe,25.08.2025,0,8,1000000000,1,250,DE000BHY0GK6
12.03.2024,COMMERZBANK,HypPfe,13.03.2034,35,5,1000000000,3,0,DE000CZ45YB1
12.03.2024,COMMERZBANK,HypPfe,13.03.2025,3,5,500000000,0,625,DE000CZ40MN2
12.03.2024,COMMERZBANK,HypPfe,24.08.2027,20,7,1000000000,0,625,DE000CZ40MB7
12.03.2024,COMMERZBANK,HypPfe,09.06.2026,12,1,1000000000,0,500,DE000CZ40LG8
12.03.2024,COMMERZBANK,OePfe,11.01.2027,18,4,1000000000,2,750,DE000CZ439N1
12.03.2024,COMMERZBANK,HypPfe,08.09.2025,2,2,500000000,0,875,DE000CZ40KZ0
12.03.2024,COMMERZBANK,HypPfe,13.10.2028,24,3,750000000,2,875,DE000CZ43ZF4
12.03.2024,COMMERZBANK,HypPfe,09.05.2029,27,7,500000000,0,50,DE000CZ45VF8
12.03.2024,COMMERZBANK,HypPfe,08.12.2025,0,6,1000000000,2,750,DE000CZ43ZJ6
12.03.2024,COMMERZBANK,HypPfe,11.03.2030,27,2,1250000000,0,10,DE000CZ45VS1
12.03.2024,COMMERZBANK,HypPfe,28.04.2026,5,8,1000000000,2,875,DE000CZ43ZS7
12.03.2024,COMMERZBANK,HypPfe,09.01.2034,35,3,1000000000,1,250,DE000CZ40NP5
12.03.2024,COMMERZBANK,HypPfe,15.12.2026,13,3,750000000,0,125,DE000CZ40LQ7
12.03.2024,COMMERZBANK,HypPfe,15.03.2027,17,1,1500000000,0,500,DE000CZ45W16
12.03.2024,COMMERZBANK,HypPfe,13.06.2033,30,8,750000000,3,125,DE000CZ43Z23
12.03.2024,COMMERZBANK,HypPfe,09.01.2031,33,0,1000000000,2,750,DE000CZ439P6
12.03.2024,COMMERZBANK,HypPfe,20.04.2029,28,4,1250000000,3,125,DE000CZ43ZX7
12.03.2024,COMMERZBANK,HypPfe,28.08.2028,23,8,1250000000,3,375,DE000CZ43Z72
12.03.2024,COMMERZBANK,HypPfe,18.04.2028,20,7,750000000,0,875,DE000CZ40MQ5
12.03.2024,COMMERZBANK,HypPfe,12.01.2032,29,8,1000000000,0,250,DE000CZ45WY7
12.03.2024,COMMERZBANK,OePfe,12.12.2025,2,5,750000000,3,375,DE000CZ43Z15
12.03.2024,COMMERZBANK,HypPfe,01.09.2032,30,9,1000000000,2,250,DE000CZ45W99
12.03.2024,COMMERZBANK,HypPfe,28.05.2025,2,3,1000000000,0,625,DE000CZ40MU7
12.03.2024,DEUTSCHE BANK AG,HypPfe,30.06.2037,40,2,800000000,2,625,DE000DL19WV6
12.03.2024,DEUTSCHE BANK AG,HypPfe,21.01.2030,26,9,500000000,0,125,DE000DL19U31
12.03.2024,DEUTSCHE BANK AG,HypPfe,19.05.2033,33,2,500000000,3,125,DE000A351TP5
12.03.2024,DEUTSCHE BANK AG,HypPfe,19.10.2026,11,1,500000000,3,125,DE000A351NR4
12.03.2024,DEUTSCHE BANK AG,HypPfe,02.10.2029,28,0,500000000,0,10,DE000DL19UW8
12.03.2024,DEUTSCHE BANK AG,HypPfe,28.03.2028,23,2,1000000000,3,0,DE000A30V2V0
12.03.2024,DEUTSCHE BANK AG,HypPfe,21.08.2025,6,6,500000000,0,625,DE000DL19T67
12.03.2024,DEUTSCHE BANK AG,HypPfe,20.09.2032,30,6,500000000,2,500,DE000A30VPD0
12.03.2024,DEUTSCHE BANK AG,HypPfe,13.03.2029,29,5,500000000,3,375,DE000A352BT3
12.03.2024,DEUTSCHE BANK AG,HypPfe,09.06.2026,11,7,750000000,0,500,DE000DL19S01
12.03.2024,DEUTSCHE BANK AG,HypPfe,22.01.2026,10,4,500000000,0,500,DE000DL19UM9
12.03.2024,DEUTSCHE BANK AG,HypPfe,20.09.2027,20,6,1000000000,2,250,DE000A30VPC2
12.03.2024,DKB,HypPfe,19.03.2027,13,9,500000000,0,500,DE000DKB0432
12.03.2024,DKB,OePfe,07.11.2029,20,1,500000000,0,10,DE000SCB0021
12.03.2024,DKB,OePfe,02.10.2028,18,9,500000000,0,875,DE000SCB0005
12.03.2024,DKB,HypPfe,05.05.2032,24,9,500000000,1,625,DE000SCB0039
12.03.2024,DKB,HypPfe,31.01.2035,30,1,500000000,3,0,DE000SCB0047
12.03.2024,DZHYP,HypPfe,15.11.2030,25,4,750000000,0,10,DE000A3E5UU2
12.03.2024,DZHYP,HypPfe,16.06.2026,13,2,500000000,0,500,DE000A2BPJ78
12.03.2024,DZHYP,HypPfe,31.08.2026,12,8,500000000,0,100,DE000A2AAX45
12.03.2024,DZHYP,HypPfe,30.08.2027,18,5,750000000,0,625,DE000A2BPJ86
12.03.2024,DZHYP,HypPfe,21.11.2029,25,7,1000000000,0,750,DE000A3MP619
12.03.2024,DZHYP,HypPfe,18.01.2030,25,7,750000000,0,875,DE000A13SR38
12.03.2024,DZHYP,HypPfe,16.01.2026,4,0,500000000,3,0,DE000A3MQUY1
