Date,Microsoft,JP Morgan,Toyota,AXA,Siemens-Bond,Microsoft Bond,ExxonMobil Bond,Germany Bond
13.12.2019,"138,94","122,94","12,72","24,885","113,11","138,21","100,55","89,29"
12.12.2019,"137,42","123,84","12,76","24,545","112,36","138,34","100,55","88,597"
11.12.2019,"136,24","121,16","12,68","24,535","113,25","138,34","100,49","89,435"
10.12.2019,"135,94","121,08","12,72","24,49","112,8","138,34","100,49","89,484"
09.12.2019,"136,94","121,38","12,88","24,82","112,88","138,34","100,49","89,633"
06.12.2019,"137,1","122,08","12,88","24,955","112,48","138,34","100,49","89,507"
05.12.2019,"134,96",120,"12,84","24,665","112,319","138,34","100,76","89,581"
04.12.2019,"135,28","119,36","12,96","24,585","112,97","138,34","101,01","90,48"
03.12.2019,"133,98",117,"12,68","24,29","113,82","137,64","100,45","90,909"
02.12.2019,"135,36","118,56","12,64","24,585","112,42","137,71","100,53","89,154"
29.11.2019,"138,18","120,16","12,72","24,67","114,05","138,15","100,66","91,11"
28.11.2019,"138,8","119,78","12,88","24,755","114,05","138,15","100,66","91,465"
27.11.2019,"138,38","119,94","12,92","24,855","114,31","138,15","100,66","90,289"
26.11.2019,"138,18","119,22","12,8","24,845","114,21","137,67","100,66","90,161"
25.11.2019,"137,42","119,36","12,92","25,09","113,73","137,32","100,64","89,678"
22.11.2019,"135,64","117,02","12,92","25,14","113,93","137,32","100,68","89,981"
21.11.2019,"135,24","117,42","12,84","25,05","113,16","137,32","100,68","88,919"
20.11.2019,"134,94","117,38","12,68","24,975","113,56","137,32","100,68","89,699"
19.11.2019,"135,84","117,76","12,92","25,215","113,62","136,07","100,34","89,42"
18.11.2019,"135,58","117,82","12,92","25,195","113,88","135,94","100,34","89,419"
15.11.2019,"135,34","116,98","13,16","25,24","114,23","135,86","100,27","89,494"
14.11.2019,"133,86","116,62","12,92","25,175","114,89","135,52","100,25","88,434"
13.11.2019,"133,78","116,64","13,12","25,29","114,02","134,85","100,07","88,359"
12.11.2019,"133,5","117,18","12,96","25,385","113,23","134,85","100,07","86,383"
11.11.2019,"132,26","117,64","13,12","25,25","113,11","134,85","100,24","86,651"
08.11.2019,"131,7","118,18","13,04","25,145","113,82","135,34","100,24","87,018"
07.11.2019,"130,72","117,68","12,8","24,895","113,33","135,47","100,4","86,673"
06.11.2019,"130,04","116,68","12,64","24,495","115,21","136,13","100,4","88,679"
05.11.2019,"130,56","117,42","12,6","24,235","114,7","136,13","100,79","88,078"
04.11.2019,"129,72","115,82","12,56","24,065","115,26","137,53","101,05","88,903"
01.11.2019,"128,46","113,94","12,48","23,765","115,58","137,53","101,16","90,093"
31.10.2019,"128,84","111,58","12,4","23,68","116,04","137,53","100,92","91,092"
30.10.2019,"129,84","112,66","12,48","23,885","114,78","136,37","100,91","89,581"
29.10.2019,"128,5","113,44","12,52","24,175","114,23","136,37","101,05","89,428"
28.10.2019,"130,2","113,82","12,44","24,33","113,62","137,27","101,09","88,57"
25.10.2019,"126,76","113,94","12,48","24,185","114,11","137,8","101,09","90,241"
24.10.2019,"126,06","112,52","12,36","24,34","114,88","137,8","101,09","91,243"
23.10.2019,"123,38","112,3","12,28","24,115","114,61","137,8","101,09","91,086"
22.10.2019,"122,56","111,36","12,16","24,03","113,68","137,8","101,03","90,212"
21.10.2019,"123,82","110,72","12,2","24,135","112,65","137,8","101,03","88,891"
18.10.2019,"123,64","107,94","12,08","23,935","113,43","137,92","101,03","90,134"
17.10.2019,"125,66","108,1","12,2","23,965","113,98","137,92","101,03","90,825"
16.10.2019,"126,8",108,"12,32","23,705","113,23","137,92","101,03","90,131"
15.10.2019,"128,32","110,26","12,4","23,915","113,261","137,92","101,03","90,874"
14.10.2019,"126,68","105,36","12,24","23,38","113,921","137,74","101,03","91,079"
11.10.2019,"127,44","105,1","12,24","23,575","113,071","137,74","101,03","91,416"
10.10.2019,"126,06","103,62",12,"22,75","114,261","138,81","101,59","92,985"
09.10.2019,"126,22","102,54","12,08","22,5","115,451","139,47","101,64","94,877"
08.10.2019,"124,62","101,94","11,92","22,445","116,111","139,47","101,64","96,179"
07.10.2019,"125,26","104,12","11,84","22,78","115,751","139,47","101,64","95,77"
04.10.2019,"125,7","104,26",12,"22,495","116,091","139,2","101,44","96,316"
03.10.2019,"124,56","102,2","11,88","22,43","115,171","138,71","101,08","95,59"
02.10.2019,"123,42","103,22","11,96","22,465","115,471","138,22","100,72","94,875"
01.10.2019,"125,5","105,5","12,16","23,115","115,811","137,9","100,54","95,66"
30.09.2019,"127,6","107,84","12,32","23,38","115,651","137,9","100,61","95,987"
27.09.2019,"125,56","107,5","12,494","23,14","115,86","137,9","100,61","96,726"
26.09.2019,"127,86","107,1","12,5","23,095","116,2","137,9","100,76","97,223"
25.09.2019,"127,72","106,94","12,438","22,77","116,69","137,9","100,79","95,493"
24.09.2019,"124,36","106,42","12,386","23,035","116,67","137,66","100,54","95,016"
23.09.2019,"126,74","107,98","12,484","23,115","115,98","137,1","100,44","94,081"
20.09.2019,"126,6","107,78","12,344","23,31","114,791","135,62","99,84","93,361"
19.09.2019,"127,6","108,2","12,266","22,925","114,221","135,62","99,82","92,773"
18.09.2019,"125,48","108,44","12,36","22,615","114,351","134,94","99,7","92,113"
17.09.2019,"123,6",107,"12,59","22,535","113,461","134,67","99,7","90,934"
16.09.2019,"123,86","108,12","12,32","22,395","113,481","134,67","99,7","90,379"
13.09.2019,"123,76","108,42","12,32","22,76","112,581","134,67","99,7","90,464"
12.09.2019,"124,72","106,5","12,268","22,47","114,171","136,43","100,18","92,881"
11.09.2019,"123,2","106,3","12,256","22,405","113,511","136,43","100,18","92,387"
10.09.2019,"122,5","105,7","12,07","22,435","113,491","138,67","101,14","95,188"
09.09.2019,"123,92","104,34","12,01","21,96","114,341","139,95","101,15","95,344"
06.09.2019,"126,16","102,08","11,89","21,535","115,721","139,98","101,19","97,417"
05.09.2019,"126,82","101,68","11,82","21,315","114,511","141,17","101,41","95,16"
04.09.2019,"124,5","99,48","11,96","21,055","117,061","141,53","101,41","99,092"
