Date,Microsoft,JP Morgan,Toyota,AXA,Siemens-Bond,Microsoft Bond,ExxonMobil Bond,Germany Bond
07.02.2024,"384,2","162,6","20,565","30,45","79,81","109,5","94,88","53,133"
06.02.2024,"375,3","162,6","20,17","30,7","80,15","109,388","94,8","53,049"
05.02.2024,"377,1","162,9","18,934","30,245","79,96","109,352","94,85","53,286"
02.02.2024,"381,35",160,"18,65","30,545","80,7","110,76","95,06","54,561"
01.02.2024,"370,95","159,6","18,798","30,71","81,49","111,9","95,2","54,519"
31.01.2024,"368,3","162,3","18,4","31,115","81,3","111,329","95,2","54,12"
30.01.2024,"376,9","162,4","18,296","31,225","82,58","110,6","95,035","53,411"
29.01.2024,"378,25","159,3","18,436","30,955","80,66","110,009","95,035","53,469"
26.01.2024,"371,8","158,5","17,844","30,94","80,02",110,"95,01","52,774"
25.01.2024,"372,8","156,9","18,096","30,86","80,792","109,51","94,87","53,085"
24.01.2024,"370,2","156,5","18,278","30,86","79,58","109,51","94,87","53,059"
23.01.2024,"367,45","156,5","18,598","30,62","79,36","109,13","94,87","52,993"
22.01.2024,"365,15","157,3","18,564","30,83",80,"109,99","94,87","53,754"
19.01.2024,"365,65","156,2","18,468","30,54","81,294","109,99","94,92","53,077"
18.01.2024,"361,65","153,9","18,31","29,81","79,19","110,15","94,92","53,061"
17.01.2024,"356,65","154,8","17,77","29,515","79,52","110,46","95,08","53,389"
16.01.2024,"358,35","154,3","17,896","29,52","81,603","110,46","95,35","54,007"
15.01.2024,"356,35","153,4","17,968","29,39","80,11","110,99","95,398","53,815"
12.01.2024,"354,65","155,9","17,858","29,555","80,6","110,99","95,27","54,513"
11.01.2024,"350,55","154,9","17,508","29,255","80,11","110,99","94,84","54,397"
10.01.2024,349,"155,7","17,484","29,615","80,05","110,627","94,78","54,287"
09.01.2024,"343,3",156,16,"29,705","80,17","110,627","94,77","54,309"
08.01.2024,"341,65","156,8","17,096","29,795","80,63","111,19","94,68","54,516"
05.01.2024,"335,55",157,"16,988","29,78","80,57","111,3","94,68","54,507"
04.01.2024,"337,5","156,4","16,166","30,005","80,91","111,756","94,85","54,686"
03.01.2024,"340,2","156,7","16,576","30,005","81,73","111,756","94,88","55,592"
02.01.2024,"337,05",157,"16,52","29,64","81,6","112,46",95,"55,7"
29.12.2023,"339,25","154,2","16,39","29,48","82,892","113,45","95,08","56,148"
28.12.2023,340,"152,6","16,122","29,6","83,08","113,45","95,08","57,044"
27.12.2023,"336,25","152,4","16,05","29,865","83,56","112,85",95,"57,579"
22.12.2023,"340,35","151,8","15,796","29,62","82,71","112,281",95,"57,039"
21.12.2023,"339,45","153,6","16,202","29,53","82,93","112,281",95,"57,223"
20.12.2023,"339,9","153,2","16,498","29,37","82,97","112,25","94,86","57,328"
19.12.2023,"339,05","153,3","16,336","29,33","82,4","112,74","94,846","56,723"
18.12.2023,"341,35",152,"16,752","29,175","81,64","112,2","94,846","56,695"
15.12.2023,"341,05","151,1","16,368","29,3","81,797","112,147","94,81","56,527"
14.12.2023,"332,75","149,1","16,632","29,24","83,073","111,726","94,935","54,748"
13.12.2023,"342,65","147,9","16,8","29,91","80,133","108,975","94,04","54,778"
12.12.2023,"345,85","148,5","17,052","30,03","79,576","108,799","93,92","54,104"
11.12.2023,"343,95","147,6","17,334","30,025","78,805","108,73","93,89","53,711"
08.12.2023,347,"147,1","17,2","29,96","78,938","108,903","94,06","53,332"
07.12.2023,"343,3",145,"17,484","29,94","79,564","109,624","94,19","54,178"
06.12.2023,"342,8","145,1","17,46","29,615","79,932","110,4","94,21","54,104"
05.12.2023,"344,85","146,2","17,37","29,24","79,201","108,41","94,21","53,119"
04.12.2023,"340,35","145,7","17,412","29,07","78,034","107,92","94,29","52,001"
01.12.2023,"344,2",144,"17,59","28,975","77,612","107,1","94,03","50,733"
30.11.2023,"348,1","143,2","17,34","28,625","78,931","107,3","94,03","50,365"
29.11.2023,345,"140,6","17,3","28,565","76,814","106,625","93,991","51,022"
28.11.2023,"346,95","139,6","16,82","28,445","76,191","105,935","93,48","50,079"
27.11.2023,"345,75","139,7","17,064","28,39","75,987","105,54","93,48","49,758"
24.11.2023,345,"139,9","17,14","28,55","75,194","105,54","93,48","49,32"
23.11.2023,"348,15","140,8","17,048","28,34","75,379","105,93","93,48","49,545"
22.11.2023,"347,15","140,9","16,642","28,275","75,718","105,93","93,46","50,429"
21.11.2023,"341,4",140,"16,65","28,22","75,423","105,93","93,42","49,827"
20.11.2023,"345,35",140,"16,904","28,32","76,973","105,67","93,42","49,37"
17.11.2023,"338,1","140,5","17,574","28,455","75,217","105,67","93,44","49,336"
16.11.2023,"346,1","139,5","17,46","28,02","75,193","104,5","93,348","49,401"
15.11.2023,341,138,"17,49","28,02","74,729","104,416","93,22","48,771"
14.11.2023,"339,55","136,3","17,614","28,185","75,268","104,416","93,176","48,966"
13.11.2023,"342,95","136,8","17,528","28,105","74,067","102,819","92,7","47,738"
10.11.2023,"346,15","136,9","17,39","27,66","73,826","103,624","92,788","48,012"
09.11.2023,"338,5","135,2","17,072","27,66","74,43","103,25","92,94","48,794"
08.11.2023,"338,4","135,1","17,084","27,74","75,032","103,22","92,94","49,055"
07.11.2023,"337,85","134,7","17,564","27,5","74,41","102,51","92,94","48,251"
06.11.2023,"332,2","134,3","17,63","27,845","73,361","102,456","93,04","47,223"
03.11.2023,"328,9",133,"17,23","27,845","74,374","102,9","93,052","43,629"
02.11.2023,"327,75","131,3","17,098","28,74","73,489","100,84","92,752","47,379"
01.11.2023,"327,3","131,6","17,366","28,41","72,532","98,817","92,46","46,481"
31.10.2023,"318,9","131,5","16,306","27,955","72,093","98,191","92,4","46,567"
30.10.2023,"318,25","129,2","15,898","28,075","71,779","97,786","92,41","45,9"
27.10.2023,"311,9","129,5","16,158","27,555","71,846","97,786","92,36","45,859"
26.10.2023,"311,25",134,"16,084","27,56","71,684","97,399","92,23","45,926"
25.10.2023,"322,6","132,7","15,986","27,425","73,6","97,72","92,33","45,966"
24.10.2023,"312,75","133,8","15,864","27,435","71,842","98,473","92,33","46,551"
23.10.2023,309,132,"16,134","27,165","71,557","97,48","92,16","45,902"
20.10.2023,"308,9","135,1","16,32","27,215","71,229","96,654","92,02","45,975"
19.10.2023,313,137,"16,412","27,785","71,032",97,"91,97","46,141"
18.10.2023,"314,5",139,"16,178",28,"71,043","98,428","92,07","46,08"
17.10.2023,"313,95","140,4","16,85","28,335","73,94","98,446","92,166","46,197"
16.10.2023,316,"139,6","16,898","28,005","72,54","99,968","92,44","46,922"
13.10.2023,"311,7","139,9","16,808","28,095","72,893","100,77","92,46","47,92"
12.10.2023,"314,85","138,3","17,12","28,365","72,333","100,17","92,5","47,691"
11.10.2023,"312,25","137,9","16,194","28,415","74,52","101,95","92,51","47,834"
10.10.2023,"310,4","137,2","16,668","28,405","72,051","101,29","92,44","46,342"
09.10.2023,"312,35","136,8","16,332","27,795","71,633","98,38","92,2","46,266"
06.10.2023,310,"136,9","15,89","27,855","70,782","98,333","92,16","45,427"
05.10.2023,"299,55","135,6","15,852","27,325","70,79","99,26","92,3","45,649"
04.10.2023,"304,1","136,1","16,072","27,17","70,522","99,241","92,09","45,344"
03.10.2023,"298,55","136,2","16,592","27,345","70,473","99,176","92,28","45,468"
02.10.2023,"304,05","136,4","16,952","27,555","70,967","100,776","92,38","46,288"
29.09.2023,"299,1",137,"16,826","28,2","72,109","101,5","92,522","47,12"
28.09.2023,"297,05","139,5","17,178","28,285","71,03","100,632","92,31","46,227"
27.09.2023,"297,6","138,6","17,5","28,325","71,615",102,"92,48","47,469"
26.09.2023,"293,7","137,7","16,884","28,66","72,068",102,"92,48","47,418"
25.09.2023,"298,4","137,4","17,434","28,705","72,227","102,916","92,48","47,458"
22.09.2023,"297,2","136,7","17,39","28,765","74,487","103,74","92,404","48,242"
21.09.2023,"300,45","137,9","17,22","28,945","73,133","103,818","92,37","48,425"
20.09.2023,"301,3","139,4","17,526","29,45","74,014","104,64","92,6","48,819"
19.09.2023,"307,05","139,3","18,168","29,265","73,759",104,"92,64","48,801"
18.09.2023,"305,85","139,4","17,598","29,17","73,758",104,"92,67","48,889"
15.09.2023,"309,95","140,6","17,572","29,42","74,023","105,011","92,742","49,232"
14.09.2023,"318,7","137,1","17,468","29,17","74,559","105,75","92,742","50,178"
13.09.2023,"313,05","136,3","16,596","28,48","73,996",104,"92,67","50,047"
12.09.2023,"309,6","136,3","16,884","28,115","73,779","105,2","92,67","49,897"
11.09.2023,"314,45","134,2","16,536",28,"73,763","105,2","92,67","49,924"
08.09.2023,"312,45","134,3","16,448","27,655","74,032","104,83","92,67","50,56"
07.09.2023,"308,55","135,5","16,506","27,65","73,914","104,796","92,59","50,161"
06.09.2023,"310,65",135,"16,558","27,535","73,758","104,796","92,76","50,091"
05.09.2023,"311,6","135,3","16,236","27,78","73,896","105,192","92,98","50,087"
04.09.2023,"305,05","136,8",16,"27,755","74,081","104,27","92,83","50,671"
01.09.2023,"304,75","136,1","15,838","27,955","76,611","106,12","93,137","51,206"
31.08.2023,"302,8","135,3","15,718","28,005","71,424","106,12","92,87","51,895"
30.08.2023,"300,65","135,5","15,26","27,975","74,876","106,12","92,83","51,324"
29.08.2023,"301,3","136,5","15,112","28,08","75,523","105,469","92,41","51,064"
28.08.2023,"299,05","136,2","15,344","27,775","74,943","105,98","92,31","51,072"
25.08.2023,"299,7",136,"15,07","27,5","75,012","105,345","92,31","51,298"
24.08.2023,"296,75","136,1","14,536","27,375","75,58","105,4","92,31","51,601"
23.08.2023,"301,75","135,5","15,184","27,425","75,641","104,36","92,15","51,457"
22.08.2023,"297,95","134,8","14,748","27,34","74,622","103,878","92,22","49,862"
21.08.2023,"295,45",137,"14,878","27,245","73,931","104,001","92,28","49,522"
18.08.2023,"291,35","136,9","14,76","26,98","74,72","104,08","92,28","50,276"
17.08.2023,"291,9","136,5","14,52","27,485","74,139","103,93","92,183","49,626"
16.08.2023,"294,65",138,"14,768","27,28","74,877","104,983","92,39","50,082"
15.08.2023,"296,35","138,1","15,15","27,45","74,641",105,"92,314","49,943"
14.08.2023,"294,9","141,9","15,138","28,045","76,8","106,304","92,44","50,264"
11.08.2023,"293,7",141,"15,204","27,805","75,128","106,35","92,68","50,564"
10.08.2023,"294,4","140,9","15,246","28,22","75,962","107,813","92,947","51,723"
09.08.2023,"294,4","142,9","14,662","27,85","76,213","107,813",93,"51,692"
08.08.2023,297,"142,1","15,48","27,24","76,651","107,643","93,03","52,337"
07.08.2023,"299,35","142,3","15,762","27,615","75,301","107,446","92,89","50,566"
04.08.2023,"297,85","141,6","15,474","27,355","75,8","105,944","92,71","50,97"
03.08.2023,"298,95","142,7","15,176","26,9","75,372","105,578","92,74","50,594"
02.08.2023,"299,1","141,9","15,874","27,385","77,93","107,109","92,8","49,422"
01.08.2023,"307,3",143,"15,328","27,895","78,305","108,26","92,86","51,519"
31.07.2023,"303,7","143,5","15,208","28,135","76,324","108,25","92,86","52,162"
28.07.2023,"307,25","142,2","15,008","28,205","76,25","108,2","92,86","52,193"
27.07.2023,"301,2","142,5","14,934","27,815","76,722","109,16","93,1","53,302"
26.07.2023,"304,15",142,"14,832","27,48","77,178","108,85","93,06","53,005"
25.07.2023,"317,35","143,6","14,828","27,705","77,31","109,159","93,06","53,33"
24.07.2023,"311,35","143,2","14,828","27,875","77,222","109,21","93,12","53,693"
21.07.2023,"306,95","140,6","14,576","27,64","77,036","109,21","93,11","53,46"
20.07.2023,"310,95","140,5","14,59","27,275","78,791","109,48","93,26","53,289"
19.07.2023,"314,95","137,5","14,546","26,725","77,195","109,67","93,36","53,802"
18.07.2023,"322,55",136,"14,494","26,41","77,761","109,27","93,36","54,044"
17.07.2023,"307,5","136,2","14,096","26,645","76,858","109,04","93,36","52,944"
14.07.2023,"308,4","133,3","14,052","26,385","76,701","109,44","93,51","52,821"
13.07.2023,306,"132,5","14,232","26,665","78,741","109,1","93,375","52,745"
12.07.2023,"303,05","132,9","14,264","26,6","76,155","107,97","92,975","51,393"
11.07.2023,"301,6","133,8","14,328","25,865","75,139","107,66","92,63","51,126"
10.07.2023,"300,55",132,"14,48","25,545","75,936","107,068","92,44","51,295"
07.07.2023,"307,4","131,5","14,942","25,4","75,259","107,068","92,44","51,477"
06.07.2023,"314,75","131,4","14,898","25,745","75,572","107,49","92,48","52,139"
05.07.2023,"311,4","133,1","14,97","26,165","77,136","109,423","92,71","53,744"
04.07.2023,"310,75","134,4","14,702","27,14","77,473","109,62","92,71","54,051"
03.07.2023,"309,55","134,1","14,082","27,23","77,639","109,62","92,71","54,735"
30.06.2023,"312,8","133,1","14,706","27,15","77,728","109,452","92,8","53,91"
29.06.2023,"307,6","131,8","14,738","26,97","77,113","109,58","93,06","54,138"
28.06.2023,"306,55","126,8","14,66","26,905","77,946","109,95","93,21","54,905"
27.06.2023,"306,75","126,8","14,19","26,74","77,743","109,95","93,241","54,589"
26.06.2023,"302,45","127,9","14,014","26,6","79,96","109,95","93,241","54,503"
23.06.2023,"308,4","127,4","13,992","26,4","77,679","109,765","93,225","54,455"
22.06.2023,"309,75","127,2","14,194","26,165","76,511","109,59","93,18","53,258"
21.06.2023,"303,85","129,4","14,116","26,25","76,739","109,685","93,17","53,29"
20.06.2023,"309,85","130,5","13,792","26,33","76,677","109,62","93,17","53,422"
19.06.2023,"313,05","130,9","14,594","26,66","75,372","109,62","93,18","51,941"
16.06.2023,313,"130,9","15,006","26,45","75,779","109,62","93,18","52,786"
15.06.2023,"317,95","130,6","15,498","26,375","75,452","108,793","93,07","52,457"
14.06.2023,"310,85","130,6","15,334","26,68","75,593","108,85","93,196","52,028"
13.06.2023,"309,4","131,5","14,498","26,49","75,695","108,85","93,54","52,386"
12.06.2023,"308,1","130,9","13,818","26,475","75,813","108,85","93,39","52,578"
09.06.2023,"304,9","131,1","13,874","26,535","75,991","108,816","93,55","52,725"
08.06.2023,"300,6","130,4","13,564","27,155","75,334","108,816","93,55","52,072"
07.06.2023,"302,45","131,4","13,188","27,105","74,821","109,87","93,73","52,297"
06.06.2023,"312,4","130,2","13,826","27,17","77,44","110,38","93,78","52,33"
05.06.2023,"314,6","129,7","13,55","27,385","75,339","110,639","93,73","52,587"
02.06.2023,"313,15","128,5","13,576","27,195","75,914","110,639","93,96","53,293"
01.06.2023,"309,2","127,7","12,8","26,77","76,179","110,333","93,857","53,76"
31.05.2023,"307,8","126,9","12,66","26,43","75,981","109,65","93,695","53,656"
30.05.2023,"310,25",128,"12,6","27,21","75,606","109,133","93,447","52,923"
29.05.2023,"312,25","127,8","12,896","27,345","73,46","108,72","93,33","52,455"
26.05.2023,"310,5","127,5","13,034","27,15","73,71","109,68","93,39","50,958"
25.05.2023,"304,3","126,4","12,938","26,97","73,714","109,68","93,61","51,632"
24.05.2023,"292,05","125,8","12,842","27,065","74,03","109,69","93,78","51,837"
23.05.2023,"293,2","127,7","12,866","27,615","74,025","109,69","93,76","51,258"
22.05.2023,297,"130,1","12,97","27,705","73,837","109,91","93,858","51,42"
19.05.2023,"294,3","128,7","13,198","27,835","73,787","110,12","93,858","51,573"
18.05.2023,"295,55","127,9","13,084","27,67","73,436","110,12","94,08","51,414"
17.05.2023,"289,95","127,6","12,894","27,59","74,297","110,213","94,45","52,849"
16.05.2023,"287,2","123,5","12,942","27,75","74,96","110,213","94,65","52,605"
15.05.2023,"284,5","124,3","12,936","27,685","75,887","111,47","94,76","53,038"
12.05.2023,"283,55","125,7","13,146","27,105","76,569","112,029","94,93","53,762"
11.05.2023,"283,85","124,5","12,948","26,93","77,256","111,95","94,93","54,321"
10.05.2023,"284,5","124,6","13,148","27,14","77,09","110,979","94,612","53,358"
09.05.2023,"279,65","124,3","12,766","27,62","76,836","110,71","94,545","52,857"
08.05.2023,"280,2","124,2","12,416","27,44","77,582","111,863","94,687","53,312"
05.05.2023,"282,1","123,2","12,42","28,685","77,433","111,186","94,98","53,59"
04.05.2023,"278,2","121,7","12,42","28,43","78,615","111,186","95,04","54,783"
03.05.2023,"276,1","122,9","11,802","28,785","78,411","111,186","94,75","54,799"
02.05.2023,"276,8","128,9","12,4","29,22","78,437","111,186","94,5","53,687"
28.04.2023,"276,3","125,3","12,358","29,57","78,07","112,225","94,69","54,046"
27.04.2023,"276,4","124,2","12,362","29,605","76,571","112,225","94,79","52,457"
26.04.2023,"267,8","122,4","11,976","29,38","77,075","112,892","94,79","52,644"
25.04.2023,"251,8","125,4","11,746","29,105","77,806","112,892","94,625","52,881"
24.04.2023,"255,25","127,3","12,154","29,34","76,71","111,347","94,298","51,622"
21.04.2023,"260,25","127,7","12,136","29,185","76,847","111,347","94,23","51,593"
20.04.2023,"260,6","128,3","12,162","29,17","77,308","111,403","94,12","52,742"
19.04.2023,"263,45",129,"12,258","29,245","76,787","111,42","94,16","52,39"
18.04.2023,"262,45","128,7","12,418","28,865","77,104","111,699","94,36","52,437"
17.04.2023,"262,75","127,6","12,586","28,275","78,47","112,05","94,36","52,031"
14.04.2023,260,126,"12,314","28,63","76,901","112,311","94,47","52,859"
13.04.2023,"262,05",115,"12,286","29,2","79,32","112,362","94,4","53,457"
12.04.2023,"258,25","116,8","12,758","29,135","77,145","112,362","94,4","53,768"
11.04.2023,"259,5","117,5","12,4","28,95","77,774","112,362","94,29","54,402"
06.04.2023,"267,2","116,6","12,636","28,72","78,818","112,362","94,653","55,738"
05.04.2023,"260,4","116,9","12,382","28,32","78,776","111,848","94,58","55,762"
04.04.2023,"262,15","117,2","12,948","28,615","78,072","110,92","94,17","54,824"
03.04.2023,"261,25","120,2","12,936","28,315","77,856","110,511","93,84","55,525"
31.03.2023,"265,9","118,4","12,798","28,29","77,132","110,139","93,61","54,513"
30.03.2023,"260,35","119,08","12,672","28,325","76,112","109,47","93,61","54,026"
29.03.2023,"258,7","119,02","12,998","27,81","76,07","109,419","93,61","54,302"
28.03.2023,"252,9","118,68","12,788","27,1","76,417","109,509","93,735","54,508"
27.03.2023,"256,25","119,8","12,682","27,255","76,83",110,"93,735","55,593"
24.03.2023,"260,65","115,54","12,602","26,57","77,82","110,263","93,964","56,852"
23.03.2023,"256,55","118,02","12,446","27,345","77,755","109,87","93,47","56,221"
22.03.2023,"251,05","117,18","12,218","27,23","76,719","109,87","93,034","55,174"
21.03.2023,"253,95","120,72","12,3","27,74","75,31","111,05","93,299","55,652"
20.03.2023,"253,95","116,98","12,172","27,06","79,11","110,6","93,467","57,148"
17.03.2023,"262,55","117,98","12,094","26,125","77,112","110,865","92,99","57,616"
16.03.2023,"260,1","121,24","12,34","26,775","75,869","110,865","93,17","55,938"
15.03.2023,"250,8","121,3","12,558","26,535","77,126","110,14","93,17","57,574"
14.03.2023,"241,25","124,48","12,752","27,625","75,236","109,51","92,608","53,621"
13.03.2023,"239,2","123,1","12,8","27,8","76,919","109,58","93,17","55,731"
10.03.2023,"234,2","122,98","12,9","29,12","75,821","107,77","91,87","53,666"
09.03.2023,239,"123,12","13,062","30,075","74,983","106,85","91,23","51,841"
08.03.2023,"240,15","130,48","13,128","30,2","75,064","107,419","91,33","52,548"
07.03.2023,"240,3","131,26","13,112","30,145","77,2","107,7","91,626","51,651"
06.03.2023,"241,65","133,64","13,284","30,14","73,772","107,736","91,626","51,286"
03.03.2023,"240,1","134,96","13,102","29,925","73,924","106,762","91,5","50,986"
02.03.2023,"236,7","134,3","12,862","29,8","73,488","105,77","91,402","50,407"
01.03.2023,"231,2","133,52","12,794","30,005","73,868","106,72","91,79","50,811"
28.02.2023,"235,6","135,32","12,728","30,12","74,51","106,74","91,813","51,562"
27.02.2023,"235,6","133,88","12,942","29,495","75,411","107,52","91,813","52,147"
24.02.2023,"236,25","133,44","12,874","28,345","75,942","107,668","91,91","53,174"
23.02.2023,"237,85","131,6","13,056","28,645","76,471","107,4","92,07","53,675"
22.02.2023,"236,5","130,56","12,998","27,715","77,97","107,09","92,07","52,916"
21.02.2023,"236,65",131,"12,552","28,3","76,285","107,928","92,26","52,912"
20.02.2023,"241,1","131,8","12,848","28,255","77,283","108,48","92,27","53,721"
17.02.2023,"240,05","132,88","13,304","28,365","77,464",108,"92,27","53,64"
16.02.2023,"246,05","132,72","13,276","28,36","78,127","110,32","92,42","53,209"
15.02.2023,"251,05","134,4","13,12","28,265","77,11","111,06","92,51","53,495"
14.02.2023,"254,3","132,98","13,256","28,38","79,219","111,06","92,78","54,209"
13.02.2023,"252,4","131,18","13,514","28,505","79,924","110,89","92,87","54,707"
10.02.2023,"246,15","130,88","13,584","28,36","79,95","110,89","93,043","54,61"
09.02.2023,"246,4","130,72","13,086","28,785","80,565","111,52","93,043","55,326"
08.02.2023,"248,85","133,14","13,338","28,63","80,102","112,02","93,02","54,635"
07.02.2023,"249,35","133,8","13,41","28,4","80,403","112,02",93,"55,272"
06.02.2023,"239,3","132,14","13,498","28,46","80,806","112,28","93,18","55,362"
03.02.2023,"239,15","130,54","13,308","28,595","81,824","112,95","93,719","55,871"
02.02.2023,"240,25","127,16","13,432","28,805","82,792","114,31","94,021","57,941"
01.02.2023,"230,7","126,92","13,518","28,645","80,497","112,9","93,55","55,776"
31.01.2023,227,"128,6","13,5","28,515","80,272","112,542","93,47","55,799"
30.01.2023,"223,8","127,92","13,276","28,665","80,076","112,15","93,47","55,918"
27.01.2023,"228,7","129,4","13,642","28,645","80,796","112,31","93,605","56,337"
26.01.2023,"227,35","128,38",13,"28,67","80,982","113,03","93,605","56,58"
25.01.2023,"220,4","127,34","13,516","28,405","81,609","114,13","93,605","57,178"
24.01.2023,"222,3","127,12","13,362","28,25","81,771","112,369","93,605","57,398"
23.01.2023,"223,2","126,18","13,498","28,125","81,294","112,369","93,71","56,742"
20.01.2023,"221,1","124,86","13,56","28,235","81,783","113,505","93,83","57,084"
19.01.2023,"215,55","124,36","13,282","27,97","83,03","113,59","94,05","59,261"
18.01.2023,"218,9","126,44","13,376","28,1","83,957","113,362","93,941","59,671"
17.01.2023,"222,05","130,32","13,35","27,995","82,886","112,29","93,6","57,892"
16.01.2023,"221,5","132,18","13,068","28,095","81,937","112,43","93,6","57,132"
13.01.2023,"220,9","127,6","12,87","27,81","82,136","112,43","93,72","57,632"
12.01.2023,"220,85","128,42","13,07","27,97","82,116","111,54","93,693","57,572"
11.01.2023,218,"129,48","12,92","27,305","81,808","110,836","93,278","57,157"
10.01.2023,"212,95","128,96","12,854","27,385","80,504","110,836","93,24","55,575"
09.01.2023,"211,95","127,86","13,138","27,4","81,361","110,836","93,14","55,774"
06.01.2023,"211,85","129,44","12,996","27,18","81,707","109,56","92,63","56,84"
05.01.2023,"211,65","128,52","13,098","26,715","80,62","109,417","92,63","55,469"
04.01.2023,"214,65","128,1","12,826","27,02","81,086","109,76","92,81","55,851"
03.01.2023,"225,8","127,86","12,972","26,605","79,788","109,12","92,76","54,77"
02.01.2023,"227,8","126,78","13,162","26,51","79,035","108,14","92,64","53,423"
30.12.2022,"223,75",124,"12,702","26,325","79,14","108,14","92,64","52,696"
29.12.2022,"226,5","124,64","12,69","26,415","78,874","108,14","92,61","53,507"
28.12.2022,"223,25","124,3","12,452","26,51","78,245","108,38","92,665","53,223"
27.12.2022,"223,35","123,68","12,802","26,58","78,325","108,6","92,8","53,323"
23.12.2022,"224,25","123,46","12,814","26,515","82,24","109,763","92,995","55,534"
22.12.2022,"224,85","123,18","12,802","26,57","79,9","110,06","93,03","55,761"
21.12.2022,"230,4","124,92","13,108","26,665","80,02","109,862","93,03","56,363"
20.12.2022,"228,4","123,04","13,02","26,415","80,295","110,101","93,18","56,442"
19.12.2022,"225,6","122,5","13,076","26,27","81,615","111,513","93,4","58,231"
16.12.2022,"230,9","121,84","13,298","26,095","82,457","111,793","93,45","59,247"
15.12.2022,"235,3","122,4","13,4","26,025","88,033","113,238","93,612","60,71"
14.12.2022,"240,3","124,76","13,516","27,03","84,549","113,238","93,612","61,523"
13.12.2022,"240,5","126,04","13,552","27,355","85,256","113,304","93,612","63,108"
12.12.2022,"238,35","127,26","13,762","27,305","85,117","113,02","93,337","63,742"
09.12.2022,"234,15","126,46","13,534","27,485","85,038","113,67","93,48","63,07"
08.12.2022,"233,95","125,74","13,43","27,035","86,489","114,437","93,48","64,411"
07.12.2022,"232,65","124,98","13,422","27,48","86,798","112,22","93,38","64,402"
06.12.2022,"233,35",125,"13,45","27,435","87,002","111,838","93,38","64,589"
05.12.2022,"237,05","125,98","13,698","27,39","86,36","111,77","93,48","63,829"
02.12.2022,"242,1",128,"14,108","27,27","86,182","110,473","93,425","63,529"
01.12.2022,"242,3","129,58",14,"27,29","86,209","110,233","93,534","63,029"
30.11.2022,"244,35","132,44","14,062","27,425","84,356","107,961","92,955","61,689"
29.11.2022,"232,7","132,12","13,944","27,265","84,484","109,681","93,051","61,837"
28.11.2022,"232,85","130,76","14,13","26,995","83,538","110,14","93,05","60,751"
25.11.2022,"238,05","131,64","14,164","27,265","83,786","109,85","92,955","60,927"
24.11.2022,"239,45",132,"14,034","27,4","88,828","109,47","92,955","62,238"
23.11.2022,"238,55",131,14,"27,19","87,977","108,62","92,955","60,929"
22.11.2022,"236,65","130,5","14,016","27,25","82,545","106,94","92,955","59,347"
21.11.2022,"236,9","129,8","13,822","26,9","82,149","106,81","93,024","59,256"
18.11.2022,"233,05","129,52","13,814","26,78","81,707","106,61","93,02","58,905"
17.11.2022,"232,5","127,78","13,75","26,54","81,126","106,61","93,02","58,801"
16.11.2022,"232,95","127,96","13,66","26,78","81,243","105,81","93,021","58,733"
15.11.2022,"234,45","128,28","13,738","26,675","84,545","105,64","92,988","57,152"
14.11.2022,235,"129,64","13,838","26,9","84,15","105,5","92,51","56,066"
11.11.2022,"238,8","130,56","13,764","26,675","78,726","105,85","92,57","56,131"
10.11.2022,"234,95","132,32","13,4","26,6","79,448","103,24","92,151","58,06"
09.11.2022,"224,8","129,42","13,3","26,395","77,843","101,22","91,395","56,365"
08.11.2022,"228,4","130,38","13,584","26,42","76,766","101,76","90,9","55,212"
07.11.2022,"227,35","131,04","13,646","26,37","80,25","102,08","90,9","54,323"
04.11.2022,"222,65","130,96","13,65","26,02","75,63","102,26","90,765","54,479"
03.11.2022,"220,05","130,28","14,1","25,695","78,824","102,26","90,77","55,215"
02.11.2022,"224,4","129,06","13,944",25,"76,278","102,279","91,235","56,257"
01.11.2022,"230,85","129,52","14,14","25,29","75,661","102,279","91,355","55,581"
31.10.2022,"235,7","126,98","13,9","25,045","78,634","102,21","91,24","55,36"
28.10.2022,"236,8","126,3","13,99","25,01","75,222","102,21","91,399","56,732"
27.10.2022,228,"124,84","13,636","25,03","75,915","101,83","91,24","56,84"
26.10.2022,"229,65","122,96","13,624","24,895","74,454","101,47","91,08","55,93"
25.10.2022,"251,3","123,08","13,678","24,77","73,569","100,71","90,685","55,366"
24.10.2022,"250,55",124,"13,502","24,845","71,82","99,47","90,715","52,736"
21.10.2022,"244,35","123,9","13,588","24,09","73,478","99,177","90,33","51,266"
20.10.2022,"240,45","118,48","13,5","24,305","71,268","101,23","90,47","52,599"
19.10.2022,"241,2","119,14","13,29","24,445","71,61","102,091","90,55","53,408"
18.10.2022,"242,5","121,44","13,7","24,29","72,207","103,53","90,989","53,43"
17.10.2022,"240,45","117,7","13,714","24,05","71,767","103,62","90,989","53,492"
14.10.2022,"236,7","113,44","13,832","23,935","70,656","103,62","91,06","51,974"
13.10.2022,"240,55","109,18","14,13","23,38","73,216","101,078","90,565","53,288"
12.10.2022,"233,5","106,66","13,872","22,95","73,069","103,677","91,132","52,305"
11.10.2022,"231,1","104,9","13,802","22,91","71,535","103,677","91,313","53,536"
10.10.2022,"236,35",109,"14,058","23,24","71,406","105,18","91,48","53,664"
07.10.2022,"240,2","108,4","13,9","23,185","73,279","105,18","91,498","56,214"
