Date,Microsoft,JP Morgan,Toyota,AXA,Siemens-Bond,Microsoft Bond,ExxonMobil Bond,Germany Bond,Bitcoin,Ethereum,Cardano,Polkadot
2022-03-21,"272,4","127,46","15,63","25,49","98,256","127,7","98,69","82,846","37269,85","2629,2502","0,8303","17,053"
2022-03-18,"271,65","126,8","15,496","25,33","99,499","127,808","98,59","84,613","37816,95","2663,1262","0,7713","17,1535"
2022-03-17,"265,1","124,66","15,52","25,585","99,274","126,609","98,506","84,375","36927,59","2538,7916","0,7539","16,8858"
2022-03-16,"266,6","125,6","15,214","25,635","98,688","124,783","98,63","84,328","37331,29","2516,9087","0,761","17,2888"
2022-03-15,"260,65","120,98","14,91","25,06","99,086","124,54","98,68","85,277","35887,59","2390,5599","0,7289","16,242"
2022-03-14,"253,55","120,06","14,81","24,79","98,731","125,26","98,902","84,691","36302,01","2370,0854","0,7338","16,154"
2022-03-11,"256,7","120,56","14,856","24,115","100,935","126,73","99,53","87,276","35518,49","2343,7139","0,725","16,2641"
2022-03-10,"260,1",120,"14,672","23,9","100,491","127,26","99,66","87,275","35898,16","2373,5756","0,7322","15,4228"
2022-03-09,"260,55","120,6","14,8","24,55","101,191","127,26","99,96","87,942","37942,68","2469,629","0,7666","16,1422"
2022-03-08,"255,15","117,5","14,58","22,77","102,515","127,26","100,331","89,848","35536,07","2363,2902","0,735","15,545"
2022-03-07,"256,85","121,2","14,996","22,24","104,802","129,58","100,7","93,478","35057,61","2299,6048","0,7335","15,1043"
2022-03-04,"264,3","122,7","15,688","22,275","106,13","130,017","100,73","94,319","35775,78","2393,2957","0,7713","15,3411"
2022-03-03,267,"126,14",16,"23,605","104,713","129,76","100,73","90,536","38363,32","2562,0012","0,8161","16,2838"
2022-03-02,"270,5","121,64","16,002","23,235","104,487","130,55","100,87","90,626","39497,02","2652,1666","0,8446","16,722"
2022-03-01,"263,4","120,84","16,594","23,3","105,82","130,275","100,65","90,881","39920,29","2674,131","0,8646","16,9473"
2022-02-28,"266,2","125,84","15,922","24,1","102,74","128,88","100,423","87,551","38474,62","2601,3414","0,8541","16,8679"
2022-02-25,"263,55","132,5","16,458","25,04","101,929","128,88","100,09","86,549","34787,81","2451,9963","0,796","15,2926"
2022-02-24,"262,3","128,28","16,05","24,675","101,789","128,88","100,28","87,392","34253,71","2320,2695","0,7603","14,3935"
2022-02-23,"247,7","135,06","16,324","26,495","102,79","128,88","100,09","86,676","33005,26","2291,2109","0,7695","14,1682"
2022-02-22,"253,7","134,04","16,476","26,03","102,805","128,88","100,351","85,531","33809,72","2330,0478","0,7856","14,6352"
2022-02-21,"242,1",128,"16,1","25,8","103,601","128,88","100,22","86,298","32746,88","2274,4575","0,7588","14,2378"
2022-02-18,"255,15","133,02","16,41","26,83","104,037","128,88","100,15","86,165","35349,14","2460,6405","0,8805","15,7701"
2022-02-17,"256,6","133,16","16,2","27,4","103,707","128,88","100,15","85,549","35644,86","2533,4399","0,8973","15,9036"
2022-02-16,"262,5","136,08","16,566","28,04","103,204","128,88","100,21","84,761","38643,23","2749,5564","0,9543","17,4458"
2022-02-15,"264,1","136,04","16,608","27,97","103,221","129,25","100,26","84,263","39270,03","2803,0681","0,9756","17,7469"
2022-02-14,"261,05","133,8","16,75","27,545","103,874","130,08","100,31","85,959","37659,49","2594,2806","0,9294","16,5646"
2022-02-11,"260,35","136,1",17,"28,38","104,252","130,26","100,31","85,935","37353,73","2579,4498","0,9521","16,698"
2022-02-10,"263,3","136,06","17,104","28,63","104,956","130,85","100,48","86,308","38124,95","2693,2676","1,0095","18,0836"
2022-02-09,"270,95","137,26","17,798","28,925","106,009","131,03","100,77","86,925","38804,54","2836,4882","1,0475","19,2141"
2022-02-08,"264,65","138,16","17,406","28,675","104,915","131,14","100,83","86,458","38660,7","2735,1412","1,0319","18,9724"
2022-02-07,"263,9","133,68","16,952","27,995","105,22","131,39","100,83","87,795","38338,06","2747,4381","1,0483","19,5773"
2022-02-04,"267,4","133,08","17,164","27,5","106,83","132,214","100,96","88,766","36333,39","2608,8106","0,9909","17,8531"
2022-02-03,"263,85","129,96","17,796","28,22","109,239","133,04","101,37","89,221","32409,54","2330,924","0,9204","16,3425"
2022-02-02,"277,55","132,46","17,748","28,475","110,855","133,4","101,304","90,393","32669,64","2373,0253","0,9097","16,6068"
2022-02-01,"273,75","133,66","17,5","28,145","110,349","133,26","101,28","89,906","34377,54","2478,5466","0,9676","17,4214"
2022-01-31,"274,9","131,56","17,6","28,045","110,908","132,972","101,229","90,6","34287,69","2396,1141","0,9359","17,2877"
2022-01-28,"275,65","129,48",17,"27,685","112,02","132,972","101,229","91,557","33900,45","2287,2598","0,9427","16,4489"
2022-01-27,"267,6","132,46","16,994","28,165","112,439","133,35","101,31","91,674","33355,79","2178,0527","0,9375","16,2891"
2022-01-26,"263,45","131,46","17,446","27,95","112,603","134,12","101,702","91,178","32787,46","2195,7028","0,9565","16,0622"
2022-01-25,"257,5","125,7","17,496","27,2","112,92","134,72","101,702","91,812","32685,46","2171,5409","0,9258","16,3155"
2022-01-24,261,"127,98","17,1","26,8","113,691","134,8","101,702","92,213","32382,27","2154,4174","0,9428","15,9632"
2022-01-21,"260,85","129,8","17,508","27,365","113,431","134,07","101,702","91,669","32100,02","2250,9222","0,9891","17,2787"
2022-01-20,"270,15","130,8","17,918","27,745","112,747","134,07","101,59","90,685","35945,97","2647,8333","1,1155","20,3869"
2022-01-19,"267,7","131,8","18,186","27,945","112,365","134,07","101,59","90,055","36785,65","2728,0981","1,1804","21,2659"
2022-01-18,"267,5","133,26","18,236","28,7","112,457","134,895","101,84","90,425","37407,52","2791,5192","1,2959","22,1936"
2022-01-17,"272,45","139,98","18,856","28,625","112,629","135,7","102,07","90,68","37032,22","2815,6939","1,3923","22,5553"
2022-01-14,"270,75","138,34","18,348","28,39","112,913","136,33","102,33","91,24","37742,52","2901,0054","1,1285","24,3008"
2022-01-13,"265,85","146,8","18,422","28,205","113,843","136,33","102,33","92,04","37133,58","2830,3817","1,0804","22,6045"
2022-01-12,"278,4","147,68","18,278","27,995","113,306","136,33","102,33","90,979","38401,99","2948,2329","1,1394","23,876"
2022-01-11,277,"147,16","17,48","27,86","112,823","135,92","102,33","90,187","37566,08","2848,0887","1,0422","22,4415"
2022-01-10,"275,65","147,34","17,45","27,44","113,573","135,92","102,33","90,209","36938,05","2723,8405","0,9959","20,9476"
2022-01-07,"276,3","147,02","17,522","27,475","113,304","136,89","102,615","90,347","36568,78","2813,9509","1,0667","21,9251"
2022-01-06,"277,6","146,24","17,362","27,065","113,588","137,13","102,7","90,672","38176,59","3019,0045","1,1311","23,6757"
2022-01-05,"280,9","147,94","17,894","27,015","113,8","138,35","102,938","90,88","38488,82","3138,2904","1,0919","23,6597"
2022-01-04,292,"145,22","17,5","26,875","113,971","138,55","102,938","91,02","40664,15","3360,2964","1,1636","25,5421"
2022-01-03,296,"143,24","16,488","26,525","113,927","139,79","103,24","92,339","41111,21","3331,5249","1,1699","26,6702"
2021-12-30,302,"139,7","16,104","26,29","116,094","140,01","103,29","92,911","41623,66","3276,396","1,2012","24,3635"
2021-12-29,"301,9","139,7","16,284","26,17","114,829","140,34","103,29","92,479","40950,87","3200,5945","1,1714","23,545"
2021-12-28,302,"141,04","16,47","26,275","115,859","140,52","103,29","94,308","42111,72","3359,7378","1,2439","24,6215"
2021-12-27,302,"139,48","16,1","26,025","115,742","139,985","103,29","94,259","44778,11","3571,0924","1,3348","27,3171"
2021-12-23,"295,65",139,"16,25","25,96","115,708","139,985","103,29","93,894","44815,73","3626,0886","1,2948","25,6619"
2021-12-22,294,"138,04","16,05","25,38","116,582","139,985","103,29","95,258","42957,2","3518,0206","1,1754","24,0435"
2021-12-21,"289,35","138,22",16,"25,42","116,619","139,985","103,29","95,184","43420,8","3565,6528","1,1337","22,3213"
2021-12-20,"283,75","134,98",16,"24,825","118,131","141,09","103,37","97,245","41649,05","3492,1945","1,0967","21,3461"
2021-12-17,"288,2","141,46","16,348","25,22","118,479","141,09","103,25","97,648","41237,42","3461,1414","1,0881","21,9757"
2021-12-16,"287,15","140,58","16,6","25,785","117,936","141,09","103,126","96,919","42068,73","3496,5196","1,1","22,9707"
2021-12-15,"296,3","140,6","16,696","25,385","118,463","141,13","103,126","98,102","43280,47","3559,3742","1,1592","24,03"
2021-12-14,"291,6","141,7","15,876","25,59","118,595","141,25","103,127","98,356","42995,2","3428,0384","1,1263","23,2192"
2021-12-13,"301,75","140,1","15,478","25,36","118,863","140,99","103,127","98,738","41436,33","3356,2869","1,0852","23,1192"
2021-12-10,"302,75","141,08","15,972","25,54","118,224","140,99","103,127",98,"41755,52","3452,597","1,076","23,3805"
2021-12-09,"295,65","140,78","15,836","25,545","118,308","141,51","103,24","98,102","42328,18","3657,3929","1,1504","23,9614"
2021-12-08,"293,2","142,58","16,238","25,595","117,624","142,14","103,317","97,595","44534,88","3914,021","1,2321","26,2973"
2021-12-07,"295,95","144,14","16,55","25,73","118,89","142,7","103,317","99,301","44965,92","3827,9286","1,2249","26,8715"
2021-12-06,"289,35","141,8","16,3","25,475","118,223","143,08","103,34","99,379","44793,73","3859,9847","1,2593","25,0152"
2021-12-03,"286,7",141,"16,292",25,"117,988","141,68","103,3","99,25","47326,88","3731,1515","1,3856","29,9061"
2021-12-02,"291,35","142,56","15,938","25,155","117,09","141,68","103,441","98,865","49972,36","3993,0664","1,5195","31,6107"
2021-12-01,"292,85","140,14","15,89","25,13","116,376","141,48","103,45","98,202","50518,31","4045,0046","1,3662","32,4512"
2021-11-30,"291,15","139,54","15,4","24,46","115,734","141,48","103,625","98,151","50319,2","4091,9224","1,3747","33,6198"
2021-11-29,"298,65","143,76","15,576","24,51","114,644","139,86","103,25","96,664","51243,59","3937,7302","1,4211","33,0122"
2021-11-26,"290,6","142,92","16,032","24,2","114,412","139,86","103,21","96,738","47416,76","3569,1355","1,3544","30,5108"
2021-11-25,"302,5","148,42","16,304","25,475","114,326","139,63","102,8","95,026","52602,56","4032,3185","1,4941","35,1942"
2021-11-24,"300,95","150,34","16,652","25,665","114,034","139,18","102,8","94,193","51063,9","3813,4824","1,4862","34,2291"
2021-11-23,"299,7","149,66","16,494","25,48","114,881","140,11","103,076","94,951","51236,46","3860,9471","1,558","36,3189"
2021-11-22,"302,7","146,28","16,422","25,315","116,496","141,35","103,387","96,887","50191,27","3647,3565","1,5843","35,1623"
2021-11-19,"304,2","142,76","16,382","25,185","117,238","141,07","103,836","97,189","51526,82","3807,0177","1,6513","36,5687"
2021-11-18,"300,25","143,66","16,398","25,2","116,344","140,05","103,7","96,012","50035,78","3510,0418","1,5656","34,1027"
2021-11-17,"299,75","145,06","16,598","25,54","115,406","139,16","103,7","94,899","53334,99","3784,2851","1,6552","37,5959"
2021-11-16,"300,65","146,06","16,648","25,56","115,977","141,13","103,772","94,849","53201,33","3729,2515","1,6624","36,2594"
2021-11-15,"295,9","145,36","16,248","25,88","116,534","142,46","103,94","95,046","56073,86","4020,0746","1,7771","39,4552"
2021-11-12,"294,5","145,24","15,956","25,855","117,501","142,87","104,04","95,514","56210,08","4087,1972","1,7915","40,2782"
2021-11-11,"290,45","146,26","15,226","25,8","117,37","143,03","104,16","95,365","56668,09","4127,9026","1,8202","41,6645"
2021-11-10,"288,6","145,12","15,318","25,83","117,792","143,4","104,359","95,711","56544,68","4037,2034","1,8219","40,7158"
2021-11-09,"290,1","143,66","15,47","25,375","118,613","144,41","104,553","96,683","57802,18","4084,5488","1,9585","43,7969"
2021-11-08,"290,95","146,3","15,682","25,675","117,085","143,4","104,49","94,257","58261,45","4159,0715","1,8337","46,1653"
2021-11-05,"290,45","144,94","15,38","25,62","117,791","143,55","104,474","95,437","52859,85","3881,1791","1,7161","44,9743"
2021-11-04,"291,45","145,06","15,528","25,875","116,475","142,27","104,261","93,115","53180,72","3927,2232","1,7162","46,7021"
2021-11-03,"287,95","146,7","15,388","25,735","116,263","142,43","104,055","93,403","54222,19","3967,0956","1,7768","45,8128"
2021-11-02,"287,85","147,86","15,488","25,51","116,025","142,05","104,055","92,727","54562,49","3963,1211","1,7018","44,7277"
2021-11-01,"284,55","147,98","15,272","25,335","115,519","142,05","104,055","93,016","52648,5","3731,7864","1,6826","43,2588"
2021-10-29,"285,35","146,88","14,94",25,"115,881","142,15","104,055","93,45","53840,64","3817,8924","1,7404","38,12"
2021-10-28,"276,85","145,7","15,078","24,44","115,787","142,39","104,235","93,232","51827,96","3666,2035","1,6991","35,8698"
2021-10-27,280,"146,98","15,238","24,205","116,128","142,06","104,27","93,254","50502,13","3395,8856","1,6618","35,0009"
2021-10-26,"267,4","147,64","15,238","24,345","114,807","140,525","104,232","91,055","52088,5","3566,8483","1,8459","38,7325"
2021-10-25,"265,4","147,12","14,96","23,89","114,426","140,4","104,232","90,654","54259,2","3631,1666","1,8484","38,3216"
2021-10-22,"265,35","146,96","15,078","23,95","114,595","140,4","104,232","90,935","52143,91","3410,7269","1,8526","37,3491"
2021-10-21,267,"146,38","14,774","23,745","114,171","140,78","104,442","90,253","53552,33","3494,5349","1,8412","36,9296"
2021-10-20,"263,85","144,84","14,95","23,975","114,093","140,82","104,49","89,9","56633,33","3563,2545","1,8773","38,0944"
2021-10-19,"264,8","144,06","15,278","23,95","113,918","141,26","104,49","90,109","55197,29","3331,4176","1,8159","35,5486"
2021-10-18,"264,75","144,72","15,252","23,81","114,796","141,26","104,49","91,166","53467,9018","3228,7937","1,8344","35,503"
2021-10-15,262,"141,44","15,076","24,09","114,183","141,26","104,73","90,295","53050,7158","3325,8477","1,907","37,1726"
2021-10-14,"260,6","139,64","15,002","23,795","114,531","140,809","104,73","90,458","49427,3399","3264,7667","1,8722","35,1378"
2021-10-13,"255,2","139,46","15,062","23,625","113,429","139,57","104,73","89,289","49480,29","3105,8779","1,885","35,852"
2021-10-12,"254,6","143,12","15,338","23,885","112,324","139,5","104,91","87,477","48623,01","3025,3024","1,8316","30,3648"
2021-10-11,"256,15","144,12","15,53","24,2","112,892","139,5","105,02","87,862","49672,52","3061,939","1,8816","29,6451"
2021-10-08,"255,05","146,94","14,802","24,29","113,446","140,23","105,02","88,502","46629,96","3078,6275","1,928","28,7195"
2021-10-07,"255,7","147,1","14,516","24,225","114,02","140,59","105,02","89,077","46538,85","3101,8939","1,9715","29,3998"
2021-10-06,"252,9","145,46","14,052","23,815","114,082","140,59","105,02","89,097","47942,72","3102,0618","1,9166","28,1076"
2021-10-05,"249,25","146,36","14,99","24,09","114,29","141,471","105,02","89,119","44425,6","3032,1053","1,9264","27,1499"
2021-10-04,"242,65","145,52","14,902","23,86","114,69","141,61","105,02","89,908","42258,38","2908,7113","1,8893","26,727"
2021-10-01,"249,1","140,8","15,2","23,87","114,96","141,4","104,96","90,024","41485,86","2851,6168","1,9434","27,5759"
2021-09-30,"245,5","142,74","15,6","24,03","114,559","141,4","104,96","89,487","37770,5","2590,8055","1,8257","24,6726"
2021-09-29,246,143,"16,36","23,865","114,899","142,05","104,96","90,372","35804,39","2455,2138","1,7783","23,5321"
2021-09-28,"242,4","143,42","15,866","23,51","114,69","142,48","105,02","90,066","35138,15","2399,9615","1,745","22,4918"
2021-09-27,"251,25","141,74","15,888","23,925","114,991","143,3","105,19","90,276","36162,64","2508,8395","1,8336","23,6871"
2021-09-24,"255,2","139,02","15,516","23,43","115,154","144,35","105,24","90,182","36520,1","2498,0069","1,9407","26,2818"
2021-09-23,"255,55","137,68","15,502","23,265","115,647","145,5","105,47","90,816","38233,88","2685,9237","1,9775","28,4998"
2021-09-22,"255,25","132,12","15,442","23,07","116,787","145,23","105,47","92,435","37285,96","2628,3949","1,9255","27,06"
2021-09-21,"251,85","131,5","15,482","22,66","116,796","145,23","105,47","92,506","34628,69","2350,0556","1,6913","22,3339"
2021-09-20,"250,8",130,"15,102","22,385","116,623","145,59","105,47","92,097","36603,26","2530,6556","1,7769","24,1405"
2021-09-17,"256,05","134,32","15,49","22,715","116,153","144,82","105,5","91,071","40295,62","2896,5068","2,0003","28,1384"
2021-09-16,"259,2","134,2","15,44","23,365","116,552","144,82","105,5","91,713","40621,67","3033,9446","2,0611","30,2747"
2021-09-15,"258,25","133,04","14,986","23,3","116,653","145,05","105,5","91,878","40733,51","3042,4092","2,1059","30,7526"
2021-09-14,"254,25","132,96","15,298","23,21","117,208","144,3","105,41","92,646","39838,94","2894,9361","2,0305","31,6158"
2021-09-13,"251,6",135,"15,052","23,45","116,856","144,3","105,41","92,405","38105,75","2786,059","2,0443","29,4643"
2021-09-10,"250,15","135,12","15,398","23,375","116,948","144,28","105,41","92,742","37996,42","2717,6175","2,0227","24,6773"
2021-09-09,"251,35","134,48","14,77","23,475","117,413","143,87","105,41","93,396","39243,54","2898,1069","2,1212","25,0508"
2021-09-08,"253,2","133,98","15,38","23,425","116,809","143,87","105,41","92,449","38978,42","2954,3673","2,0837","23,2528"
2021-09-07,"253,3","134,34","14,952","23,545","116,774","144,18","105,41","92,04","39513,12","2894,6839","2,1164","23,5605"
2021-09-06,"255,1","134,04","14,796","23,815","117,559","145,04","105,41","93,004","44380,77","3311,7404","2,3868","28,7087"
2021-09-03,"253,3","135,3","14,612","23,71","117,435","145,04","105,41","93,414","42120,96","3312,9728","2,4985","28,1912"
2021-09-02,"253,4","135,4","14,384","23,745","117,945","145,12","105,41","93,414","41561,01","3192,9484","2,5011","26,8489"
2021-09-01,"254,9","134,36","14,854","23,875","117,796","145,12","105,41","93,341","41220,46","3231,5041","2,4182","27,7724"
2021-08-31,"255,75","135,34","14,722","23,78","118,211","145,12","105,41","94,025","39978,33","2912,5394","2,3561","26,7979"
2021-08-30,"257,25","135,78","14,574","23,985","119,211","144,69","105,22","95,484","39819,93","2733,3374","2,3251","22,1595"
2021-08-27,"253,7","137,3","14,56","24,145","119,039","144,69","105,22","94,912","41572,16","2770,1884","2,4903","22,4773"
2021-08-26,"254,55","137,48","14,72","24,045","118,374","144,69","105,22","95,16","39973,51","2641,7438","2,1671","20,5274"
2021-08-25,"256,9","136,56","14,506","24,095","119,143","144,69","105,36","95,109","41597,85","2739,48","2,3229","22,0604"
2021-08-24,"257,9","133,34","14,598","24,1","120,405","144,69","105,36","96,992","40661,01","2700,2766","2,3104","21,3924"
2021-08-23,"259,45","133,14","14,448","24,195","120,427","144,69","105,36","97,017","42176,96","2824,4881","2,4849","23,7411"
2021-08-20,"260,5","131,94","13,902","23,86","120,747","144,69","105,41","97,602","42121,61","2805,6278","2,1005","24,0545"
2021-08-19,"254,5",132,"14,402","23,85","120,676","144,54","105,41","97,5","39955,27","2721,4685","2,0712","22,7167"
2021-08-18,"248,8","133,1","15,006","24,165","120,73","144,54","105,41","97,041","38330,64","2590,5021","1,8069","20,5048"
2021-08-17,"250,1","133,94","15,262","24,155","120,545","144,66","105,41","96,787","38138,26","2569,9538","1,6359","19,9643"
2021-08-16,"250,3","134,66","15,164","24,32","120,58","144,22","105,36","96,736","39043,94","2680,3425","1,7611","20,735"
2021-08-13,"247,7","136,1","15,402","24,37","120,48","142,48","105,211","96,736","40499,62","2816,2838","1,8186","19,2242"
2021-08-12,"246,85","137,72","15,422","24,255","120,319","142,45","105,211","96,508","37881,86","2596,2051","1,5509","17,6927"
2021-08-11,"244,25","136,64","15,58","24,09","120,319","142,45","105,211","96,356","38920,26","2695,5325","1,5365","18,2941"
2021-08-10,244,"134,44","15,362","23,805","120,172","143,1","105,41","96,456","38903,02","2682,2048","1,4268","17,572"
2021-08-09,"245,4","133,16","15,45","23,77","120,208","143,81","105,64","96,406","39432,46","2694,6643","1,2576","17,5665"
2021-08-06,"245,9",134,"15,402","23,705","120,145","144,3","105,69","96,128","36407,74","2458,334","1,1915","17,3465"
2021-08-05,"244,25","128,1","15,4","23,355","121,039","145,83","105,97","97,446","34542,47","2388,5767","1,1718","16,1667"
2021-08-04,"242,1","127,64","15,422","23,175","120,888","146,96","106,089","96,758","33608,7","2301,7237","1,1666","16,1338"
2021-08-03,"241,75","128,26","15,7","23,105","120,5","144,95","105,993","96,48","32144,03","2105,3149","1,1521","14,6261"
2021-08-02,"240,05","127,24","15,34","22,995","120,49","144,46","105,87","96,076","33035,68","2200,5861","1,104","15,1719"
2021-07-30,"240,2","127,88","15,018","21,785","119,917","144,46","105,846","95,573","35447,92","2075,683","1,0981","13,3368"
2021-07-29,"241,4","128,58","15,202","21,97","119,632","144,46","105,75","95,273","33678,22","2003,0866","1,0802","12,8369"
2021-07-28,"241,95","127,92","15,138","21,84","119,596","144,55","105,75","95,072","33783,7","1940,8219","1,0843","12,2688"
2021-07-27,"242,3","128,84","14,882","21,655","119,58","144,55","105,735","95,122","33268,98","1940,5221","1,0803","12,1212"
2021-07-26,"244,85","126,24","15,162","21,725","119,082","144,55","105,735","94,401","31684,31","1897,1784","1,0675","11,8407"
2021-07-23,"245,85","127,98","15,302","21,965","119,07","144,55","105,735","94,4","28497,68","1805,7523","1,0239","11,3619"
2021-07-22,"242,8","130,06","14,962","21,84","119,188","144,76","105,735","94,548","27445,22","1717,7111","1,0073","11,1662"
2021-07-21,238,"128,3","15,102","21,71","118,784","144,76","105,735","93,855","27231,63","1687,1656","0,9916","10,441"
2021-07-20,"237,5","127,16","15,142","21,205","119,027","145,92","105,735","94,845","25288,74","1518,0964","0,8961","9,3214"
2021-07-19,"234,1","126,88","14,73","20,815","118,628","144,97","105,55","94,101","26165,58","1543,044","0,9529","9,72"
2021-07-16,"237,95","128,66","15,052","21,75","117,867","143,72","105,43","92,704","26651,05","1593,2076","0,9945","10,2205"
2021-07-15,"237,45","132,32","15,102","21,685","117,514","143,72","105,43","92,219","26813,88","1613,6816","1,0323","11,0302"
2021-07-14,"239,15","130,76","15,152","21,845","117,132","143,34","105,43","91,542","27726,88","1684,222","1,0653","11,618"
2021-07-13,"238,75","130,2","15,152","21,8","116,689","143,69","105,48","91,134","27754,75","1648,5007","1,0719","12,0099"
2021-07-12,"233,7","130,62","15,044","21,905","116,763","143,69","105,624","91,086",27948,"1717,9085","1,1105","12,5607"
2021-07-09,"233,45","131,02","14,952","21,835","116,567","143,69","105,71","90,918","28534,7","1810,782","1,1385","13,2104"
2021-07-08,"234,15","126,96","14,642","21,06","116,925","143,69","105,71","92,699",27735,"1789,6208","1,1239","12,9398"
2021-07-07,"237,25","129,44","14,702","21,61","117,062","143,46","105,66","91,441","28692,74","1958,2595","1,19","14,2556"
2021-07-06,"234,45","129,62","14,602","21,53","116,372","142,62","105,588","90,462","28907,92","1965,7385","1,197","13,5931"
2021-07-05,"234,4",132,"14,852","21,935","115,121","142,47","105,588","88,816","28505,85","1856,4091","1,1879","12,8821"
2021-07-02,"234,1","132,14","14,876","21,79","115,552","142,47","105,553","89,375","28557,72","1816,0548","1,17","12,9399"
2021-07-01,229,"132,3","14,606","21,66","114,834","141,95","105,553","88,674","28318,51","1784,0469","1,1272","12,8811"
2021-06-30,"228,35","129,54","14,718","21,335","114,989","141,95","105,553","88,904","29533,88","1914,8299","1,1643","13,7824"
2021-06-29,"228,1","129,4","14,762","21,685","114,237","141,73","105,553","88,021","30156,32","1817,2947","1,1496","13,6121"
2021-06-28,"224,75",128,"14,854","21,68","114,609","141,73","105,553","88,32","28860,91","1743,8522","1,1109","13,1902"
2021-06-25,"222,05","128,86","14,864","21,85","114,064","141,73","105,553","87,673","26564,44","1520,8448","1,0592","12,1854"
2021-06-24,"223,5","127,7","14,85","21,855","114,757","141,35","105,553","88,643","29014,67","1664,4444","1,1335","13,579"
2021-06-23,"222,7","126,2","14,84","21,48","114,487","141,35","105,553","88,524","28186,75","1649,233","1,0483","13,2822"
2021-06-22,"221,95","126,06","15,22","21,62","114,294","141,35","105,553","88,453","27182,44","1568,618","0,9593","12,218"
2021-06-21,"220,55","124,52","15,072","21,705","114,598","142,7","105,553","88,848","26530,36","1584,0175","0,9873","13,1946"
2021-06-18,"219,35","124,26","14,984","21,895","115,105","141,58","105,74","90,021","30057,35","1874,6204","1,1914","17,9942"
2021-06-17,"219,45","127,36","15,462","22,89","114,689","140,73","105,78","88,822","31965,23","1992,6331","1,2453","18,8854"
2021-06-16,"214,2","127,56","15,232","22,68","114,726","140,73","106,175","88,516","31954,88","1969,34","1,2355","19,0827"
2021-06-15,213,"130,04","14,962","22,74","114,508","140,73","106,175","88,237","33179,4","2104,5103","1,2852","19,8595"
2021-06-14,"214,05","130,24","14,834","22,64","114,913","140,73","106,175","88,561","33380,23","2126,3536","1,2977","21,2278"
2021-06-11,"212,6","132,24","14,802","22,35","115,281","140,73","106,175","88,91","30763,33","1938,1626","1,1826","17,3126"
2021-06-10,"210,85","131,66","14,858","22,27","114,781","139,84","106,01","88,21","30165,92","2028,2345","1,2633","18,6615"
2021-06-09,"208,35","133,5","14,768","22,5","114,649","139,79","106,01","88,556","30617,51","2140,2299","1,3328","19,0147"
2021-06-08,"207,5","135,16","14,798","22,895","114,383","139,21","105,82","87,951","27466,41","2067,4108","1,2988","17,8603"
2021-06-07,208,"135,7","14,768","23,02","113,936","138,92","105,78","87,374","27497,42","2123,4125","1,2777","17,5934"
2021-06-04,"206,1","136,42","14,962","22,855","114,04","138,25","105,78","87,442","30361,01","2210,8819","1,4092","20,6692"
2021-06-03,"202,45","137,08","14,75","22,975","113,47","138,25","105,78","86,891","32261,22","2349,98","1,5159","22,2462"
2021-06-02,"202,35","136,5","14,202","22,96","113,608","138,25","105,78","87,116","30790,16","2219,6951","1,4408","21,3647"
2021-06-01,203,"135,68","14,09","22,785","113,391","138,25","105,78","86,681","29988,25","2151,7332","1,4195","18,6479"
2021-05-31,"204,05","135,08","13,5","22,67","113,388","138,58","105,78","86,999","30504,06","2208,3362","1,4241","19,0867"
2021-05-28,"204,9","134,34","13,61","22,83","113,164","138,58","105,7","86,701","29256,21","1984,4606","1,242","17,6005"
2021-05-27,"204,95","133,56","13,502","22,635","113,045","138,6","105,7","86,586","31540,83","2246,9269","1,3561","19,6266"
2021-05-26,"205,9","132,3","13,462","22,125","113,721","138,88","105,69","87,613","32194,17","2358,1087","1,4541","20,1498"
2021-05-25,"205,2","133,84","13,256","22,27","112,967","138,59","105,64","86,399","31231,82","2201,3347","1,2598","17,9696"
2021-05-21,"201,5","133,34","13,232","22,58","112,458","137,62","105,64","85,807","30542,94","1987,5435","1,2641","19,9015"
2021-05-20,"201,5","131,4","13,062","22,355","111,983","137,19","105,64","85,513","33266,36","2275,6551","1,4646","23,7263"
2021-05-19,"198,98","131,9","12,942","22,305","112,395","137,19","105,67","85,374","30661,88","2050,0545","1,2192","20,8642"
2021-05-18,"198,9","135,12","13,156","22,67","113,001","137,19","105,67","85,53","35177,02","2770,6643","1,6436","33,2471"
2021-05-17,"201,2","135,2","12,99","22,75","112,966","137,19","105,67","85,349","35779,35","2693,7875","1,6665","31,768"
2021-05-14,"204,6","134,92","12,806","22,755","113,569","136,62","105,55","85,46","41115,62","3360,188","1,655","39,471"
2021-05-13,202,"133,36","12,752","22,265","113,503","136,62","105,47","85,369","41172,86","3089,3602","1,6031","33,2032"
2021-05-12,"197,86","130,34","12,602","22,755","113,445","137,66","105,486","85,275","41767,99","3223,4344","1,3101","29,1242"
2021-05-11,"201,85","130,7","12,42","22,585","114,023","138,4","105,486","86,063","46720,37","3435,8195","1,453","31,6653"
2021-05-10,"204,35","133,7","12,834","23,03","114,971","138,97","105,486","87,365","45998,98","3250,7064","1,3496","30,1033"
2021-05-07,208,"131,74","12,652","22,735","115,073","139,25","105,486","87,64","47170,94","2867,8399","1,3559","32,8053"
2021-05-06,"206,3","132,82","12,724","24,005","115,278","138,84","105,26","87,963","46750,54","2893,4963","1,3752","34,4852"
2021-05-05,"205,55","129,56","12,602","23,575","115,421","138,84","105,17","87,96","47739,19","2931,5101","1,2322","33,6969"
