Date,Microsoft,JP Morgan,Toyota,AXA,Siemens-Bond,Microsoft Bond,ExxonMobil Bond,Germany Bond,Bitcoin,Ethereum,Cardano,Polkadot
2023-01-31,227,"128,6","13,5","28,515","80,272","112,542","93,47","55,799","21310,8534","1461,2956","0,3605","5,7723"
2023-01-30,"223,8","127,92","13,276","28,665","80,076","112,15","93,47","55,918","21037,189","1444,1368","0,343","5,7048"
2023-01-27,"228,7","129,4","13,642","28,645","80,796","112,31","93,605","56,337","21215,6348","1469,6564","0,3581","6,0407"
2023-01-26,"227,35","128,38",13,"28,67","80,982","113,03","93,605","56,58","21133,0857","1470,9122","0,3486","5,9363"
2023-01-25,"220,4","127,34","13,516","28,405","81,609","114,13","93,605","57,178","21186,9582","1476,0857","0,3418","5,8657"
2023-01-24,"222,3","127,12","13,362","28,25","81,771","112,369","93,605","57,398","20777,8271","1428,3289","0,3299","5,6794"
2023-01-23,"223,2","126,18","13,498","28,125","81,294","112,369","93,71","56,742","21109,8886","1498,1262","0,3454","6,0514"
2023-01-20,"221,1","124,86","13,56","28,235","81,783","113,505","93,83","57,084","20833,7186","1525,6495","0,3341","5,7442"
2023-01-19,"215,55","124,36","13,282","27,97","83,03","113,59","94,05","59,261","19449,5131","1431,4976","0,313","5,3544"
2023-01-18,"218,9","126,44","13,376","28,1","83,957","113,362","93,941","59,671","19163,3415","1403,8675","0,3028","5,2273"
2023-01-17,"222,05","130,32","13,35","27,995","82,886","112,29","93,6","57,892","19632,5932","1454,87","0,321","5,5295"
2023-01-16,"221,5","132,18","13,068","28,095","81,937","112,43","93,6","57,132","19548,9739","1457,0978","0,3232","5,3665"
2023-01-13,"220,9","127,6","12,87","27,81","82,136","112,43","93,72","57,632","18337,1859","1337,5646","0,3184","4,9754"
2023-01-12,"220,85","128,42","13,07","27,97","82,116","111,54","93,693","57,572","17379,0512","1305,6429","0,3037","4,8146"
2023-01-11,218,"129,48","12,92","27,305","81,808","110,836","93,278","57,157","16654,4405","1288,8706","0,2999","4,7586"
2023-01-10,"212,95","128,96","12,854","27,385","80,504","110,836","93,24","55,575","16240,7523","1244,4474","0,3","4,5791"
2023-01-09,"211,95","127,86","13,138","27,4","81,361","110,836","93,14","55,774","16021,8451","1231,0645","0,2952","4,5596"
2023-01-06,"211,85","129,44","12,996","27,18","81,707","109,56","92,63","56,84","15899,8219","1190,5686","0,2615","4,3962"
2023-01-05,"211,65","128,52","13,098","26,715","80,62","109,417","92,63","55,469","16003,5024","1188,7612","0,2558","4,3888"
2023-01-04,"214,65","128,1","12,826","27,02","81,086","109,76","92,81","55,851","15895,8305","1183,9104","0,2521","4,3626"
2023-01-03,"225,8","127,86","12,972","26,605","79,788","109,12","92,76","54,77","15817,7659","1151,8708","0,2397","4,2909"
2023-01-02,"227,8","126,78","13,162","26,51","79,035","108,14","92,64","53,423","15637,1655","1137,8196","0,2378","4,2054"
2022-12-30,"223,75",124,"12,702","26,325","79,14","108,14","92,64","52,696","15480,3807","1118,014","0,2289","4,0309"
2022-12-29,"226,5","124,64","12,69","26,415","78,874","108,14","92,61","53,507","15607,5759","1127,0637","0,2289","4,0408"
2022-12-28,"223,25","124,3","12,452","26,51","78,245","108,38","92,665","53,223","15569,4548","1118,9973","0,2338","4,029"
2022-12-27,"223,35","123,68","12,802","26,58","78,325","108,6","92,8","53,323","15715,0793","1140,0425","0,2448","4,2104"
2022-12-23,"224,25","123,46","12,814","26,515","82,24","109,763","92,995","55,534","15746,3777","1143,9008","0,2432","4,1925"
2022-12-22,"224,85","123,18","12,802","26,57","79,9","110,06","93,03","55,761","15874,5014","1149,2752","0,2419","4,2687"
2022-12-21,"230,4","124,92","13,108","26,665","80,02","109,862","93,03","56,363","15847,7114","1143,1816","0,2384","4,2203"
2022-12-20,"228,4","123,04","13,02","26,415","80,295","110,101","93,18","56,442","15908,8224","1146,0929","0,2439","4,3404"
2022-12-19,"225,6","122,5","13,076","26,27","81,615","111,513","93,4","58,231","15493,9343","1100,63","0,2384","4,2191"
2022-12-16,"230,9","121,84","13,298","26,095","82,457","111,793","93,45","59,247","15691,1","1100,3957","0,2485","4,3844"
2022-12-15,"235,3","122,4","13,4","26,025","88,033","113,238","93,612","60,71","16320,8647","1189,6594","0,2819","4,9105"
2022-12-14,"240,3","124,76","13,516","27,03","84,549","113,238","93,612","61,523","16689,258","1226,3802","0,2886","4,8832"
2022-12-13,"240,5","126,04","13,552","27,355","85,256","113,304","93,612","63,108","16731,8069","1242,394","0,2937","4,9651"
2022-12-12,"238,35","127,26","13,762","27,305","85,117","113,02","93,337","63,742","16327,8431","1209,5574","0,2912","4,9043"
2022-12-09,"234,15","126,46","13,534","27,485","85,038","113,67","93,48","63,07","16251,9354","1198,6255","0,2955","5,0193"
2022-12-08,"233,95","125,74","13,43","27,035","86,489","114,437","93,48","64,411","16333,0554","1214,2297","0,2984","5,1477"
2022-12-07,"232,65","124,98","13,422","27,48","86,798","112,22","93,38","64,402","16028,4698","1172,9211","0,2953","5,043"
2022-12-06,"233,35",125,"13,45","27,435","87,002","111,838","93,38","64,589","16323,0675","1214,9514","0,3044","5,2577"
2022-12-05,"237,05","125,98","13,698","27,39","86,36","111,77","93,48","63,829","16171,5491","1199,8748","0,3044","5,2273"
2022-12-02,"242,1",128,"14,108","27,27","86,182","110,473","93,425","63,529","16212,7357","1227,6452","0,3031","5,3423"
2022-12-01,"242,3","129,58",14,"27,29","86,209","110,233","93,534","63,029","16113,2765","1212,196","0,2987","5,1256"
2022-11-30,"244,35","132,44","14,062","27,425","84,356","107,961","92,955","61,689","16482,2373","1243,6812","0,3062","5,2547"
2022-11-29,"232,7","132,12","13,944","27,265","84,484","109,681","93,051","61,837","15934,8293","1179,1945","0,2998","5,1446"
2022-11-28,"232,85","130,76","14,13","26,995","83,538","110,14","93,05","60,751","15679,4288","1131,0929","0,2963","4,9613"
2022-11-25,"238,05","131,64","14,164","27,265","83,786","109,85","92,955","60,927","15870,3928","1151,8011","0,3026","5,063"
2022-11-24,"239,45",132,"14,034","27,4","88,828","109,47","92,955","62,238","15939,3288","1155,9091","0,3038","5,176"
2022-11-23,"238,55",131,14,"27,19","87,977","108,62","92,955","60,929","15951,5824","1136,4086","0,3058","5,2166"
2022-11-22,"236,65","130,5","14,016","27,25","82,545","106,94","92,955","59,347","15691,4955","1100,1491","0,3023","5,113"
2022-11-21,"236,9","129,8","13,822","26,9","82,149","106,81","93,024","59,256","15416,1951","1082,5231","0,2975","5,0691"
2022-11-18,"233,05","129,52","13,814","26,78","81,707","106,61","93,02","58,905","16139,3465","1171,9983","0,3155","5,454"
2022-11-17,"232,5","127,78","13,75","26,54","81,126","106,61","93,02","58,801","16100,0298","1158,203","0,3133","5,47"
2022-11-16,"232,95","127,96","13,66","26,78","81,243","105,81","93,021","58,733","16033,2975","1169,4758","0,3198","5,4983"
2022-11-15,"234,45","128,28","13,738","26,675","84,545","105,64","92,988","57,152","16286,1946","1207,4205","0,3252","5,7094"
2022-11-14,235,"129,64","13,838","26,9","84,15","105,5","92,51","56,066","16116,7375","1203,3001","0,3214","5,6715"
2022-11-11,"238,8","130,56","13,764","26,675","78,726","105,85","92,57","56,131","16439,7918","1243,2325","0,3424","5,554"
2022-11-10,"234,95","132,32","13,4","26,6","79,448","103,24","92,151","58,06","17235,7489","1273,5799","0,3615","5,839"
2022-11-09,"224,8","129,42","13,3","26,395","77,843","101,22","91,395","56,365","15843,4779","1097,5787","0,3172","5,4069"
2022-11-08,"228,4","130,38","13,584","26,42","76,766","101,76","90,9","55,212","18389,5349","1322,1855","0,3692","6,2456"
2022-11-07,"227,35","131,04","13,646","26,37","80,25","102,08","90,9","54,323","20556,4109","1565,9298","0,4037","7,1082"
2022-11-04,"222,65","130,96","13,65","26,02","75,63","102,26","90,765","54,479","21186,1018","1647,8996","0,4221","7,0902"
2022-11-03,"220,05","130,28","14,1","25,695","78,824","102,26","90,77","55,215","20725,3403","1570,4423","0,3992","6,5856"
2022-11-02,"224,4","129,06","13,944",25,"76,278","102,279","91,235","56,257","20533,8251","1548,1118","0,3934","6,3599"
2022-11-01,"230,85","129,52","14,14","25,29","75,661","102,279","91,355","55,581","20734,7087","1598,9406","0,4061","6,5498"
2022-10-31,"235,7","126,98","13,9","25,045","78,634","102,21","91,24","55,36","20735,6783","1591,4354","0,4112","6,7158"
2022-10-28,"236,8","126,3","13,99","25,01","75,222","102,21","91,399","56,732","20678,1028","1561,4901","0,4066","6,5476"
2022-10-27,228,"124,84","13,636","25,03","75,915","101,83","91,24","56,84","20352,1603","1521,1443","0,3906","6,3661"
2022-10-26,"229,65","122,96","13,624","24,895","74,454","101,47","91,08","55,93","20594,896","1554,6497","0,3998","6,4099"
2022-10-25,"251,3","123,08","13,678","24,77","73,569","100,71","90,685","55,366","20180,902","1467,964","0,4054","6,4781"
2022-10-24,"250,55",124,"13,502","24,845","71,82","99,47","90,715","52,736","19565,0002","1359,8251","0,3621","5,9826"
2022-10-21,"244,35","123,9","13,588","24,09","73,478","99,177","90,33","51,266","19444,1325","1317,9949","0,3539","5,9148"
2022-10-20,"240,45","118,48","13,5","24,305","71,268","101,23","90,47","52,599","19481,8435","1311,7666","0,3478","6,0151"
2022-10-19,"241,2","119,14","13,29","24,445","71,61","102,091","90,55","53,408","19586,7596","1315,1316","0,3581","6,2472"
2022-10-18,"242,5","121,44","13,7","24,29","72,207","103,53","90,989","53,43","19624,9925","1330,602","0,3673","6,2507"
2022-10-17,"240,45","117,7","13,714","24,05","71,767","103,62","90,989","53,492","19873,6406","1354,3353","0,379","6,3627"
2022-10-14,"236,7","113,44","13,832","23,935","70,656","103,62","91,06","51,974","19733,6799","1335,0497","0,3774","6,2195"
2022-10-13,"240,55","109,18","14,13","23,38","73,216","101,078","90,565","53,288","19841,0972","1318,7489","0,3868","6,2642"
2022-10-12,"233,5","106,66","13,872","22,95","73,069","103,677","91,132","52,305","19734,8188","1333,8669","0,3926","6,3612"
2022-10-11,"231,1","104,9","13,802","22,91","71,535","103,677","91,313","53,536","19638,9029","1318,8643","0,4027","6,3678"
2022-10-10,"236,35",109,"14,058","23,24","71,406","105,18","91,48","53,664","19716,5163","1330,473","0,4141","6,449"
2022-10-07,"240,2","108,4","13,9","23,185","73,279","105,18","91,498","56,214","20059,9886","1368,0523","0,4356","6,4944"
2022-10-06,"253,1","110,32","13,88","23,235","74,444","105,834","91,831","57,882","20383,118","1380,8007","0,4381","6,4727"
2022-10-05,"252,75","111,6","13,9","23,345","74,788","105,834","92,067","58,014","20347,92","1365,6275","0,4352","6,4927"
2022-10-04,"248,95","112,64","13,9","23,29","76,201","106,51","92,33","59,665","20372,4593","1364,9372","0,4369","6,5072"
2022-10-03,"246,4","109,44","13,736","22,28","75,269","105,788","91,75","59,838","19953,1724","1346,1199","0,4355","6,4919"
2022-09-30,"237,85","108,88","13,6","22,51","73,495","105,46","91,535","57,153","19845,2703","1355,1144","0,4429","6,4422"
2022-09-29,"242,5","107,96","13,612","22,515","72,415","105,472","91,45","56,324","19881,8449","1358,2956","0,4455","6,5359"
2022-09-28,"246,5","110,9","14,048","22,985","73,968","105,161","91,255","57,962","20005,5968","1377,4138","0,4506","6,5852"
2022-09-27,"245,85","110,22","14,002","23,05","73,957","107,62","91,46","57,588","19915,0272","1386,3198","0,4604","6,6511"
2022-09-26,248,"111,06","14,07","23,545","75,338","108,54","91,78","60,126","19976,3199","1386,9887","0,4638","6,8012"
2022-09-23,"245,2","112,64","14,032","24,095","76,542","108,643","92,197","60,734","19899,5411","1370,7896","0,4766","6,6398"
2022-09-22,246,"112,88","14,05","24,795","77,32",110,"92,751","60,506","19751,0555","1351,2595","0,4672","6,5608"
2022-09-21,"243,55","114,06","13,89","24,78","78,5",110,"92,979","61,249","18844,1587","1271,8998","0,4472","6,2488"
2022-09-20,"243,45","116,06","14,02","24,83","78,5",110,"93,03","59,721","18935,5592","1327,2412","0,4427","6,2883"
2022-09-19,"243,1","117,76","14,116","24,87","78,5",110,"93,295","61,912","19515,2473","1376,2086","0,453","6,3893"
2022-09-16,"244,5","116,84","14,32","25,3","79,006","110,93","93,33","62,432","19724,4572","1428,807","0,4727","6,8821"
2022-09-15,"245,45","116,46","14,05","25,315","79,173","110,567","93,36","62,863","19713,3862","1473,0354","0,466","6,928"
2022-09-14,"251,8","116,24","14,1","25,28","79,544","110,31","93,36","63,024","20299,4071","1638,2366","0,483","7,2278"
2022-09-13,"253,4","116,6","13,95","25,375","79,347","111,568","93,5","61,831","20230,619","1579,1243","0,4664","7,0938"
2022-09-12,"263,05","119,12","14,3","25,34","80,283","111,568","94,04","62,074","22082,0906","1690,2366","0,4951","7,5627"
2022-09-09,"263,05","118,6","14,434","24,845","79,446","111,568","94,075","61,368","21033,6799","1690,9728","0,4944","7,6435"
2022-09-08,"257,3","118,88","14,5","24,12","78,191","111,56","94,16","64,019","19308,2269","1633,8342","0,4792","7,3859"
2022-09-07,"258,4","115,68","14,2","23,86","78,916","111,56","93,885","63,3","19298,7766","1632,2393","0,4794","7,2043"
2022-09-06,"256,25","114,78","14,554","23,85","78,286","112,92","94,19","62,703","19044,1852","1578,9686","0,4681","6,9514"
2022-09-05,"259,2","114,84","14,53","23,415","78,593","112,92","94,38","62,747","19932,534","1629,0914","0,5026","7,4126"
2022-09-02,"256,7","114,02","14,706","23,64","79,176","112,92","94,09","63,181","20040,1365","1582,3158","0,4563","7,3262"
2022-09-01,"259,3","115,02","14,75","23,26","78,666","112,92","94,2","62,756","20212,916","1593,833","0,4595","7,2185"
2022-08-31,"261,8","114,8","15,196","23,635","79,373","115,05","94,845","63,925","19969,1433","1547,0249","0,4448","6,9984"
2022-08-30,"262,1","114,1","14,896","23,635","79,944","115,05","94,9","64,399","19737,8836","1519,5444","0,4506","6,9809"
2022-08-29,"266,5","114,38","15,108","23,135","81,972","115,197","94,93","64,508","20264,2709","1550,4984","0,45","7,2661"
2022-08-26,"269,25","115,72","15,016","23,805","83,298","115,197","95,295","65,424","20306,3079","1508,9471","0,432","6,9416"
2022-08-25,"277,3","118,76","15,5","23,69","83,613","115,197","95,25","65,78","21660,5083","1700,7746","0,466","7,611"
2022-08-24,"277,8","116,04","15,444","23,62","82,889","115,197","95,3","66,033","21468,9602","1663,0999","0,4595","7,5984"
2022-08-23,"278,2",116,"15,262","23,91","82,976","115,197","95,36","66,243","21598,1931","1667,4242","0,4667","7,6632"
2022-08-22,"279,95","117,28","15,47","23,64","83,791","115,42","95,57","66,952","21499,3244","1629,2968","0,4631","7,4447"
2022-08-19,"285,2","118,02","15,328","24,14","85,342","116,451","95,79","67,451","20807,7446","1606,9611","0,449","7,2891"
2022-08-18,"288,25","120,12","15,6","24,4","87,26","117,11","96,11","69,562","22998,3901","1830,1005","0,5079","8,019"
2022-08-17,"286,15","120,3","15,8","24,42","87,16","117,682","96,142","69,415","22911,6302","1799,368","0,5268","8,205"
2022-08-16,288,"121,42","15,464","24,605","88,879","117,682","96,429","70,195","23485,7759","1846,7349","0,5487","8,6924"
2022-08-15,"288,6","119,28","15,8","24,63","90,189","117,682","96,42","71,695","23761,3856","1875,1834","0,5423","8,6594"
2022-08-12,"283,55","117,08","15,67","24,425","88,911","117,682","96,476","70,294","23780,2728","1907,4729","0,5273","9,2424"
2022-08-11,279,"116,18","15,358","24,285","89,127","118,725","96,801","70,538","23216,8981","1822,9039","0,5148","8,9232"
2022-08-10,280,"114,94","15,344","24,21","90,756","118,725","96,656","72,401","23237,8309","1797,3441","0,5213","9,2122"
2022-08-09,"276,6","112,96","14,95","24,01","90,305","118,725","96,36","71,483","22702,9039","1668,6814","0,504","8,7342"
2022-08-08,"274,9","113,02","15,27","23,92","90,613","118,725","96,32","72,324","23341,1113","1739,8263","0,5258","9,0957"
2022-08-05,"277,45","113,62","15,3","23,625","89,895","118,725","96,72","71,567","22796,8863","1689,4899","0,5064","8,5997"
2022-08-04,"275,75","109,92","15,3","23,225","91,173","118,902","96,66","73,649","22104,6028","1570,815","0,4876","7,8996"
2022-08-03,"277,8","112,24","16,05","23,435","90,415","118,902","96,41","73,056","22505,0118","1594,7095","0,4934","7,8913"
2022-08-02,"270,2","111,86","16,1","22,345","91,004",120,"97,27","74,38","22626,6522","1610,5669","0,49","7,8318"
2022-08-01,"271,2","111,64","16,15","22,58","91,316","117,933","97,13","72,923","22717,1977",1592,"0,5001","7,9641"
2022-07-29,"274,8","113,3","15,65","22,505","90,777","117,933","96,95","73,085","23277,2585","1693,4238","0,5122","8,0166"
2022-07-28,"272,3","112,74","15,75","22,08","88,781","117,93","96,69","72,573","23388,2945","1692,4174","0,5033","7,7127"
2022-07-27,"263,7","112,72","15,562","22,01","87,496","117,93","96,217","70,81","22464,9254","1603,0967","0,499","7,4441"
2022-07-26,"248,55","112,04","15,54","21,385","87,938","117,93","96,13","70,702","20940,7192","1416,7168","0,4607","6,6678"
2022-07-25,"252,15","112,58","15,51","21,43","87,057","117,93","96,13","69,266","20918,8376","1417,6066","0,4668","6,6286"
2022-07-22,"254,6","112,28","15,798","21,2","86,071","118,08","95,973","69,194","22249,3924","1504,1757","0,4738","7,1563"
2022-07-21,"258,8","112,82","15,502","21,235","83,947","116,082","95,23","67,688","22657,5477","1542,4896","0,4892","7,3581"
2022-07-20,"257,7","112,44","15,47","21,015","83,5","116,553","95,23","66,474","22840,692","1494,2225","0,4826","7,3438"
2022-07-19,"252,85","111,9","15,572","21,315","82,5","116,553","95,23","66,256","22859,6365","1507,5242","0,5042","7,6345"
2022-07-18,"250,8","110,08","15,35","21,215","81,953","116,553","95,23","66,668","22066,6223","1545,8727","0,4843","7,5505"
2022-07-15,"253,9","111,44","15,396","21,02","82,626","115,927","95,23","68,01","20659,7586","1222,9221","0,4388","6,7487"
2022-07-14,"253,95","107,74","15,234","20,725","82,349","115,54","95,08","67,567","20516,8494","1188,5015","0,4401","6,7037"
2022-07-13,"250,6","113,06","15,4","21,425","82,547","114,982","94,99","67,154","20120,7571","1109,2268","0,4359","6,4429"
2022-07-12,"251,8","112,54","15,326","21,76","82,33","115,09","95,4","64,503","19255,2083","1034,8572","0,4161","6,2773"
2022-07-11,"263,4","112,24","15,51","21,465","80,897","115,09","95,156","64,503","19896,6106","1092,6275","0,4337","6,5158"
2022-07-08,"262,7","112,26","15,35","21,8","81,28","115,09","95,09","63,987","21406,0245","1208,5239","0,4611","6,9841"
2022-07-07,"264,3","112,64","15,46","21,315","81,331","115,09","95,44","65,144","21281,2634","1217,6293","0,4703","7,1892"
2022-07-06,262,"110,1","14,8","20,8","81,531","115,09","95,87","65,2","20177,9711","1166,146","0,4541","6,8068"
2022-07-05,"255,2","109,68","14,904","20,5","81,251","114,839","95,74","65,475","19667,9741","1105,7736","0,4464","6,6706"
2022-07-04,"247,9","108,46","14,95","21,855","79,55","114,52","95,63","63,207","19394,5871","1103,4791","0,4496","6,8763"
2022-07-01,"247,25","107,44","14,83","21,72","80,14","114,52","95,52","64,624","18534,0378","1019,6481","0,4312","6,4711"
2022-06-30,"246,15","107,22","14,584","21,515","79,173","113,913","94,68","63,469","18859,8422","1014,3188","0,4386","6,7155"
2022-06-29,"248,75","110,28","14,92","22,11","77,87","113,56","94,39","62,034","19232,3887","1050,7865","0,4449","6,7004"
2022-06-28,"244,8","110,22","14,85","22,335","74,949","113,56","94,39","60,472","19271,4406","1086,8773","0,4462","6,9406"
2022-06-27,"250,3","109,9","14,692","21,99","75,79","113,84","94,57","61,981","19601,1216","1128,5217","0,4592","7,3199"
2022-06-24,"251,1","110,98",15,"22,115","79,115","113,84","94,57","62,788","20145,187","1167,7684","0,4749","7,8014"
2022-06-23,"245,4","108,12","15,12","22,18","79,156","113,12","94,52","63,1","20035,683","1086,6027","0,4567","7,4059"
2022-06-22,"240,9","108,18","15,006","22,32","77,529","113,12","94,273","60,892","18916,8535","995,8124","0,4342","7,0209"
2022-06-21,"241,3","110,08",15,"22,665","76,126","113,31","94,2","58,871","19675,0727","1068,3119","0,4552","7,3551"
2022-06-20,"238,3","108,92","14,494","22,72","76,06","113,31","94,2","59,503","19622,3442","1073,9269","0,4701","7,517"
2022-06-17,"238,1","108,12","14,6","22,48","77,161","113,31","94,2","59,511","19495,811","1035,395","0,4646","6,9647"
2022-06-16,231,"107,36","14,9","22,525","76,577","111,128","93,8","59,511","21383,6314","1164,5862","0,5002","7,9594"
2022-06-15,"241,2","109,24","14,862","23,105","78,276","111,128","93,42","61,312","21537,1275","1175,1112","0,5092","8,1655"
2022-06-14,"235,05","111,38","14,99","22,385","77,824","112,04","93,88","61,14","21285,2116","1161,9742","0,4648","7,0681"
2022-06-13,"232,7","111,18","14,83","22,19","79,553","112,04","94,23","63,046","21586,682","1153,3563","0,4431","6,6924"
2022-06-10,"240,95","114,3","15,35","22,8","82,8","114,9","95,53","64,013","27644,2352","1582,3555","0,5456","8,2219"
2022-06-09,250,"117,94","15,664","23,465","84,075",115,"95,88","64,267","28349,5069","1684,933","0,5958","8,6878"
2022-06-08,"252,1",120,"15,408","23,22","85,081","116,04","95,88","64,921","28194,7369","1673,5626","0,5986","8,3978"
2022-06-07,"254,2","121,3","15,498","23,755","85,608",115,"95,88","65,885","29142,7016","1696,7758","0,5758","8,628"
2022-06-06,"249,9","121,84","15,524","23,865","85,28","116,13","96,06","65,11","29334,9364","1738,28","0,5694","8,8689"
2022-06-03,"251,4","121,14","15,35","23,5","85,33","116,99","96,06","66,094","27713,9084","1656,1577","0,5221","8,7479"
2022-06-02,"254,45","122,66","15,85","23,49","85,788","118,2","96,06","66,791","28339,1851","1706,0573","0,5467","9,2098"
2022-06-01,257,"121,88","15,8","23,485","86,321","119,064","96,59","67,135","27969,7665","1713,5098","0,5197","8,8968"
2022-05-31,"253,8","123,16","15,452","23,66","87,269","119,064","96,59","68,356","29649,4341","1814,5318","0,5853","9,6878"
2022-05-30,"255,45","123,82","15,878","24,145","88,355","120,12","96,651","69,724","29424,1267","1849,9559","0,5291","9,6912"
2022-05-27,"253,1","122,14","15,45","24,24","88,786","120,12","96,651","70,816","26655,5057","1606,3648","0,4238","8,4966"
2022-05-26,"247,5","120,88","15,41","23,84","88,485","119,41","96,61","70,07","27331,97","1685,9812","0,4494","8,5719"
2022-05-25,"246,7","118,5",15,"23,465","88,828","119,88","96,385","71,81","27673,2838","1820,0396","0,4806","9,2303"
2022-05-24,"241,6","117,68","14,838","23,305","89,219","116,484","95,965","72,279","27635,5484","1843,8142","0,4856","9,4887"
2022-05-23,"243,9","117,94","15,218","23,38","89,061","115,64","95,942","71,697","27256,6199","1847,0047","0,4803","9,2631"
2022-05-20,"238,9","110,36","15,25","23,56","89,782","115,64","95,942","72,987","27650,5578","1856,5563","0,4904","9,1726"
2022-05-19,"241,25","111,6","14,924","22,935","90,167","115,307","95,942","74,077","28676,0172","1909,4724","0,5041","9,505"
2022-05-18,"242,45","114,84","15,156","23,45","89,621","114,12","95,63","72,647","27464,9128","1832,6122","0,4837","9,095"
2022-05-17,"252,1","115,74","15,102","23,645","90,058","114,29","95,95","72,025","28859,4351","1983,1843","0,5487","10,4831"
2022-05-16,"250,05","113,28","15,352","22,925","90,509","114,93","96,036","73,323","28616,9854","1938,3589","0,5333","10,1828"
2022-05-13,"249,8","114,38","15,36","23,055","90,291","114,89","96,036","72,823","28103,2976","1931,2987","0,5056","10,0927"
2022-05-12,"241,85","112,94","15,1","22,59","91,359","115,01","96,036","74,304","28035,2402","1894,4506","0,4575","8,4401"
2022-05-11,"247,05","113,54","15,258","22,965","89,744","113,91","95,83","72,338","27488,6411","1972,5984","0,4875","8,4733"
2022-05-10,"256,4","113,24","15,946","22,65","89,678","114,427","95,75","72,572","29448,034","2223,2492","0,5958","10,767"
2022-05-09,"250,6","115,3","15,902","22,225","88,45","113,23","95,39","71,05","28762,3775","2132,7884","0,5839","10,2856"
2022-05-06,"260,25","118,46","16,202","22,865","89,068","114,47","95,502","70,743","34180,0649","2557,0277","0,7433","13,577"
2022-05-05,"261,45","117,42","16,514","24,5","90,437","115,38","95,596","72,273","34684,7818","2608,5776","0,7525","13,833"
2022-05-04,"273,25","120,1","16,47","25,32","91,58","115,38","95,41","73,776","37368,8019","2768,5171","0,8431","15,3383"
2022-05-03,"267,85","116,78","16,2","25,46","91,694","115,38","95,41","73,886","35866,6671","2643,914","0,7322","13,9826"
2022-05-02,"269,6","114,56","16,038","25,15","91,597","115,38","95,72","74,311","36663,4631","2718,8574","0,7434","14,2464"
2022-04-29,"262,25","115,36","16,11","25,595","92,308","116,6","96,053","74,311","36609,6978","2668,7159","0,7638","15,3111"
2022-04-28,"275,35","117,26","16,478","25,5","92,814","116,6","96,16","74,178","37852,0651","2793,7749","0,803","16,1735"
2022-04-27,"272,3","114,84","15,852","25,65","93,717","118,31","96,32","75,666","37172,5755","2735,498","0,7962","16,047"
2022-04-26,"255,25","115,5","15,75","26,03","94,376","118,973","96,178","76,414","35765,9226","2633,3674","0,7755","15,5905"
2022-04-25,"259,5","115,98","15,884","26,085","94,201","118,2","95,77","75,394","37769,4432","2810,2971","0,839","16,9202"
2022-04-22,"254,65","117,42","15,502","26,605","93,64","117,73","95,77","74,182","36860,0315","2750,413","0,8415","16,9858"
2022-04-21,"259,5","120,32","15,802","27,265","94,112","118,245","96,15","74,462","37406,1924","2757,6234","0,8404","16,7853"
2022-04-20,"264,5","121,12","16,194","27,17","95,115","117,88","96,15","75,174","38146,0744","2838,9387","0,8646","17,6041"
2022-04-19,265,"121,08","15,866","26,58","94,261",120,"96,39","73,517","38461,5583","2876,6546","0,8834","17,5134"
2022-04-14,"258,65","117,28","15,458","27,035","95,19","121,03","96,7","75,379","36897,9504","2790,6391","0,8608","16,5627"
2022-04-13,"264,9","117,52","15,588","26,955","96,58","120,24","96,7","77,152","37779,2584","2860,7093","0,8951","16,6963"
2022-04-12,"260,25","121,32","15,252","26,95","96,277","120,977","96,57","76,752","37103,7758","2801,2829","0,8835","16,447"
2022-04-11,"263,3","122,1","15,302","26,625","95,988","122,17","96,62","76,866","36313,0274","2739,4161","0,8457","15,7827"
2022-04-08,"273,5","122,46","15,598","25,735","97,661","123,55","96,877","79,218","38842,63","2935,2096","0,9437","17,8168"
2022-04-07,277,"120,86","15,866","25,565","97,916","124,22","97,11","79,256","39987,26","2972,4419","1,0064","18,8139"
2022-04-06,"274,8","120,94","16,256","25,515","97,996","124,22","97,11","79,431","39608,64","2911,4496","0,9672","18,209"
2022-04-05,"287,1","122,2","16,56","25,535","98,768","126,99","97,35","80,669","41722,35","3123,682","1,0721","20,0051"
2022-04-04,"287,2","122,98","16,46","26,27","100,33","126,943","97,35","82,448","42476,96","3207,9505","1,1042","20,5713"
2022-04-01,"278,65","124,62","16,022","26,725","99,595","126,943","97,491","81,821","41897,18","3126,4885","1,054","19,9068"
2022-03-31,"281,15","128,36","16,1","26,595","99,634","128,079","97,84","82,361","41115,93","2965,5201","1,0323","19,2427"
2022-03-30,"280,9","126,12","16,428","26,595","98,578","126,788","97,66","80,658","42157,32","3031,212","1,0682","20,1866"
2022-03-29,"283,95","127,32","16,642","26,87","98,567","124,52","97,17","80,738","42811,66","3068,1374","1,0739","20,2269"
2022-03-28,"282,35",127,"16,646","26,06","98,524","124,52","97,17","82,019","42868,06","3033,3081","1,0615","19,9201"
2022-03-25,"275,2","129,04","16,198","25,805","97,729","124,86","97,69","81,684","40406,9","2830,4476","1,0019","18,7314"
2022-03-24,"276,05","127,8","16,214","25,63","98,433","125,58","98,05","82,454","39973,71","2824,8993","1,0248","19,2761"
2022-03-23,"271,65","126,78","15,916","25,64","99,049","125,71","98,05","82,954","39040,56","2757,8476","1,0052","19,0747"
2022-03-22,"275,95","127,98","15,536","26,05","98,121","126,01","98,05","82,301","38378,24","2692,8106","0,8833","18,4037"
